"","blog.txt","news.txt","twitter.txt"
"game ball",1,2,4
"game called",3,1,4
"game came",1,1,1
"game dont",3,1,10
"game due",1,1,3
"game early",1,1,2
"game ends",1,2,1
"game going",3,1,19
"game just",3,2,20
"game last",3,2,12
"game left",1,4,3
"game like",2,1,16
"game made",1,1,3
"game might",2,1,5
"game new",1,1,8
"game night",3,1,11
"game plan",4,1,5
"game play",6,2,12
"game played",5,1,3
"game run",1,1,2
"game saturday",2,1,8
"game season",2,3,9
"game seattle",1,2,1
"game show",6,1,9
"game start",1,1,3
"game think",2,1,4
"game two",4,2,5
"game ôs",5,1,1
"game watch",1,1,7
"game well",2,1,5
"game will",11,4,25
"game winning",3,2,9
"game without",2,2,2
"game year",2,1,13
"games can",3,1,3
"games even",3,1,2
"games game",2,1,1
"games go",2,1,4
"games going",1,1,2
"games like",1,1,15
"games may",1,1,1
"games one",4,2,3
"games play",4,2,2
"games played",4,2,2
"games right",3,1,2
"games right now",1,1,2
"games series",1,1,4
"games week",2,1,4
"games won",1,2,1
"gang violence",3,1,1
"garden tomatoes",1,1,1
"garlic cook",5,1,1
"garlic onion",2,1,1
"gas prices",7,6,18
"gas station",14,4,29
"gas tank",3,1,1
"gave another",3,1,2
"gave birth",16,1,1
"gave last",1,1,2
"gave much",6,1,1
"gave new",5,1,2
"gave one",5,2,4
"gave reason",1,1,2
"gave three",1,1,2
"gay community",1,1,3
"gay couples",1,1,2
"gay marriage",11,10,46
"gay rights",4,3,3
"gays lesbians",4,1,1
"geauga county",1,1,2
"gen x",1,1,3
"general admission",2,5,2
"general admission tickets",1,2,1
"general assembly",3,2,2
"general counsel",1,2,2
"general fund",1,5,2
"general public",15,1,6
"genetically engineered",2,1,1
"gently used",1,1,2
"george w",12,2,7
"george w bush",8,2,6
"george washington",9,2,8
"get ù",13,2,3
"get ahead",6,4,10
"get along",20,1,24
"get anyway",1,1,3
"get approval",1,1,1
"get around",21,3,18
"get away",55,1,55
"get back",171,7,249
"get back us",1,1,2
"get back work",6,1,11
"get bad",5,1,9
"get beat",1,1,12
"get behind",8,1,9
"get benefit",2,1,1
"get best",10,1,26
"get better",58,3,116
"get big",13,1,22
"get bigger",2,1,7
"get budget",1,1,1
"get bug",1,1,1
"get call",6,1,8
"get can",11,1,19
"get case",1,1,3
"get cash",2,1,6
"get center",1,1,1
"get chance",41,2,74
"get checked",4,1,4
"get choose",4,1,1
"get cleared",1,1,1
"get closer",5,1,5
"get comfy",1,1,2
"get country",1,1,1
"get deal",2,1,5
"get decent",5,1,3
"get degree",4,1,2
"get done",45,7,47
"get drink",3,1,10
"get enough",29,1,38
"get even",12,1,12
"get everything",13,2,10
"get everything done",4,1,3
"get exciting",2,1,2
"get far",12,1,12
"get fast",1,1,10
"get feeling",8,1,11
"get feet",2,1,2
"get fence",1,1,1
"get fired",1,1,6
"get first",18,1,22
"get first round",1,1,3
"get food",7,1,19
"get free",19,1,131
"get front",3,2,3
"get full",11,1,10
"get girl",3,1,12
"get glimpse",3,1,1
"get going",13,1,15
"get great",12,1,21
"get guys",2,1,12
"get hang",6,1,6
"get hate",4,1,2
"get high",7,1,30
"get hit",4,1,17
"get home",43,1,98
"get hot",4,1,6
"get ill",4,1,8
"get instead",2,1,1
"get involved",27,3,21
"get job",30,3,42
"get job done",6,1,6
"get keep",4,1,6
"get kicked",3,1,9
"get kid",1,1,3
"get kids",5,1,7
"get kind",5,2,3
"get know",42,1,34
"get last",6,1,13
"get let",1,1,2
"get level",5,1,7
"get life",5,2,30
"get light",1,1,1
"get little",30,2,21
"get lot",11,2,17
"get made",3,2,6
"get married",24,1,45
"get much",31,1,46
"get much sleep",1,1,2
"get name",1,1,12
"get names",1,1,2
"get new",25,2,66
"get new one",1,1,2
"get one",48,4,91
"get one thing",1,1,1
"get others",2,1,1
"get paid",13,1,45
"get pass",1,1,4
"get past",12,2,12
"get people",19,1,27
"get phone",3,1,23
"get picked",2,1,11
"get point",16,1,13
"get political",1,1,2
"get positive",2,1,2
"get power",2,1,3
"get pregnant",8,2,8
"get ready",37,1,171
"get real",10,1,39
"get really",22,1,16
"get recognition",1,1,1
"get regular",1,1,3
"get richer",2,1,1
"get rid",61,3,44
"get road",1,1,3
"get said",1,2,1
"get scared",4,1,7
"get second",7,1,11
"get security",2,1,1
"get see",29,1,99
"get sense",5,1,3
"get separated",2,1,1
"get settled",2,1,4
"get shot",3,1,19
"get side",2,1,1
"get social",1,1,3
"get something",17,2,36
"get special",2,1,11
"get started",42,2,54
"get stuff",9,1,16
"get swept",2,1,5
"get talk",3,1,3
"get things",28,4,17
"get things done",9,2,8
"get thrown",1,2,2
"get tired",11,1,26
"get together",19,1,80
"get trouble",7,1,12
"get try",4,1,1
"get two",10,1,19
"get updates",2,1,5
"get us",19,1,29
"get way",38,2,39
"get well",12,1,20
"get work",23,5,69
"get worse",13,2,18
"get year",1,1,6
"get youre",1,1,8
"gets attention",3,1,4
"gets back",5,1,9
"gets bad",1,1,1
"gets best",1,1,4
"gets better",8,1,38
"gets done",3,1,5
"gets easier",2,1,3
"gets fired",2,1,3
"gets job",4,1,2
"gets little",6,1,2
"gets lot",2,2,1
"gets one",3,1,4
"gets way",5,1,8
"getting ahead",2,1,3
"getting back",39,3,39
"getting bad",1,1,3
"getting behind",1,2,1
"getting better",16,2,32
"getting bigger",4,1,3
"getting chance",1,1,2
"getting done",5,1,16
"getting everything",3,2,3
"getting everything ready",1,1,2
"getting fight",1,1,1
"getting food",1,2,4
"getting government",1,1,1
"getting harder",3,1,4
"getting hit",2,2,11
"getting involved",6,1,7
"getting job",4,1,6
"getting job done",1,1,2
"getting know",25,1,15
"getting late",4,1,2
"getting married",18,1,22
"getting message",2,1,2
"getting new",5,1,22
"getting noticed",1,1,1
"getting pay",1,1,1
"getting people",3,2,4
"getting picked",1,1,5
"getting ready",37,1,322
"getting remember",1,1,1
"getting rid",17,1,11
"getting shot",1,1,5
"getting used",16,1,8
"getting way",10,1,6
"getting word",2,1,11
"getting worse",6,1,5
"gift cards",5,2,12
"gift ever",2,2,3
"gift god",5,1,3
"gift will",5,1,5
"gifts many",1,1,1
"gifts received",1,1,1
"girl get",4,1,9
"girl loved",2,1,3
"girl one",4,1,7
"girl without",1,1,2
"girls club",3,1,5
"girls like",6,1,9
"girls mother",1,1,1
"girls really",4,1,1
"girls team",1,2,1
"girls wear",1,1,6
"girls will",6,1,11
"give ù",7,1,2
"give advice",6,1,7
"give away",23,1,50
"give back",17,2,21
"give better",4,1,2
"give birth",8,2,1
"give chance",7,2,15
"give credit",9,1,14
"give em",2,1,9
"give friends",2,1,2
"give full",8,1,2
"give gift",7,1,7
"give good",15,1,19
"give just",7,1,3
"give life",6,1,10
"give mine",1,1,1
"give money",7,1,6
"give name",4,2,2
"give one",20,1,14
"give opportunity",5,1,1
"give receive",4,1,2
"give room",2,1,2
"give someone",4,1,4
"give support",1,1,3
"give take",6,1,8
"give us",62,4,99
"give way",10,1,1
"given can",1,1,1
"given chance",6,1,2
"given day",8,3,2
"given every",2,1,1
"given everything",3,1,1
"given moment",8,2,1
"given much",7,1,1
"given night",1,1,1
"given opportunity",9,2,2
"given thought",1,1,1
"given time",14,1,3
"given us",25,1,9
"gives people",1,1,1
"gives special",2,1,2
"gives us",31,3,13
"gives way",4,1,1
"giving back",1,1,8
"giving means",1,1,1
"giving someone",1,1,6
"giving time",8,1,2
"giving us",24,1,17
"glad able",1,1,6
"glad back",4,1,14
"glad got",9,1,40
"glad im",2,1,45
"glad see",8,1,72
"glass water",6,1,1
"global community",2,1,2
"global economy",3,1,3
"global internet",1,1,1
"global market",2,1,2
"global markets",1,1,1
"global warming",31,4,13
"go ahead",36,2,42
"go alone",6,1,5
"go along",28,1,6
"go another",6,2,7
"go anywhere",6,2,15
"go anywhere without",1,1,1
"go around",21,3,19
"go away",39,2,88
"go back",176,9,223
"go back college",1,1,1
"go can",8,1,8
"go college",3,1,19
"go couple",1,1,1
"go court",3,1,7
"go days",5,1,6
"go debt",1,1,2
"go different",3,1,2
"go dinner",9,1,7
"go dont",6,1,9
"go extreme",1,1,1
"go figure",5,1,7
"go fishing",2,1,5
"go forever",2,1,4
"go forward",2,1,3
"go full",4,1,3
"go game",1,1,10
"go go",11,1,51
"go good",3,1,15
"go head",1,1,7
"go hear",2,1,1
"go high",3,1,6
"go higher",1,1,4
"go home",35,6,163
"go hospital",9,1,4
"go im",4,1,24
"go jump",2,1,4
"go just",16,1,12
"go like",10,1,24
"go living",1,2,2
"go local",3,1,2
"go long",14,2,11
"go long way",2,2,3
"go miles",3,2,4
"go minutes",2,1,3
"go next",10,1,21
"go north",3,1,2
"go now",9,1,19
"go often",2,1,2
"go one",23,1,15
"go online",4,1,2
"go outside",19,2,29
"go people",2,1,6
"go planned",3,1,4
"go play",6,1,13
"go police",1,1,1
"go prison",1,1,3
"go road",3,2,1
"go said",1,1,1
"go say",2,1,1
"go shop",1,1,3
"go show",5,1,10
"go something",7,2,7
"go something like",1,1,1
"go straight",11,1,8
"go three",4,1,1
"go time",5,1,15
"go tour",2,1,4
"go us",2,1,5
"go watch",3,1,27
"go way",34,1,34
"go well",21,2,15
"go west",1,1,4
"go win",1,1,5
"go without",13,2,12
"go wrong",23,2,35
"goal create",3,1,2
"goal get",9,2,7
"goal season",1,1,1
"goal two",2,1,1
"goat cheese",11,2,9
"goats milk",2,1,1
"god bless",22,1,125
"god bless america",1,1,7
"god father",12,1,8
"god jesus",5,1,2
"god knows",17,1,15
"god said",12,2,3
"goes another",1,1,5
"goes around",1,1,3
"goes back",20,1,8
"goes beyond",4,1,3
"goes come",1,1,1
"goes home",3,1,3
"goes long",4,1,6
"goes school",3,2,2
"goes well",11,2,30
"goes wrong",10,1,3
"going ù",5,2,3
"going able",6,1,6
"going air",1,1,6
"going anywhere",9,1,4
"going argue",1,1,2
"going around",16,2,14
"going away",9,1,21
"going back",61,3,86
"going best",4,1,4
"going big",3,2,11
"going blow",1,1,3
"going boy",1,1,2
"going break",3,1,11
"going can",7,1,5
"going catch",2,1,5
"going change",5,1,16
"going come",13,2,19
"going continue",5,2,2
"going cost",4,1,3
"going cut",6,1,4
"going die",9,1,10
"going different",5,1,4
"going difficult",3,1,3
"going easy",3,1,1
"going end",7,2,8
"going even",4,1,2
"going every",5,2,2
"going fantastic",1,1,3
"going far",4,1,19
"going fast",2,1,12
"going fine",2,1,1
"going focus",1,1,3
"going forward",4,5,6
"going full",5,1,7
"going fun",3,2,27
"going get",81,9,102
"going get done",2,1,1
"going give",38,1,21
"going go",41,3,59
"going going",6,1,6
"going good",13,1,50
"going great",11,1,58
"going green",1,1,2
"going hang",3,1,6
"going happen",38,6,27
"going help",6,3,7
"going hold",4,1,2
"going keep",16,1,13
"going last",12,1,4
"going last time",1,1,1
"going launch",1,1,2
"going less",2,1,1
"going let",11,1,15
"going library",1,1,2
"going like",7,1,19
"going live",8,1,11
"going look",15,1,10
"going lot",8,2,6
"going love",5,1,24
"going make",46,8,73
"going make great",1,1,1
"going make life",1,1,1
"going make sure",1,1,3
"going move",5,1,1
"going next",9,1,12
"going one",16,2,17
"going outside",4,1,7
"going pass",6,1,3
"going pay",10,1,6
"going place",2,1,1
"going play",3,3,12
"going practice",2,1,2
"going probably",1,1,2
"going put",13,2,16
"going ready",1,1,5
"going really",11,1,10
"going really well",1,1,2
"going right",11,1,24
"going right now",5,1,16
"going road",2,1,1
"going run",9,2,10
"going save",3,1,2
"going school",15,2,26
"going see",13,3,98
"going short",1,1,1
"going show",6,1,9
"going sit",6,1,4
"going sometimes",1,1,1
"going speak",2,1,1
"going take",35,5,42
"going talk",14,2,4
"going tell",17,1,12
"going thing",1,1,1
"going thought",1,1,1
"going throw",3,2,4
"going time",3,1,3
"going try",43,1,45
"going two",2,1,1
"going use",12,1,12
"going walking",1,1,1
"going will",3,1,6
"going win",3,2,35
"going winter",1,1,1
"going without",2,1,1
"going work",26,3,34
"going years",3,1,1
"gold coast",1,2,1
"gold glove",2,1,1
"gold rush",4,2,3
"gold star",2,1,6
"golden age",12,1,3
"golden delicious",1,1,2
"golden gate",5,2,4
"golden girls",2,1,5
"golden globe",3,1,5
"goldman sachs",7,1,1
"golf cart",4,1,4
"golf course",10,3,8
"golf courses",1,1,1
"golf year",1,1,1
"gone away",4,2,3
"gone far",4,1,5
"gone still",1,1,1
"gone two",1,1,1
"gonna come",2,1,17
"gonna die",1,1,17
"gonna put",1,1,11
"gonna take",2,1,33
"gonna try",1,1,37
"goo dolls",1,1,1
"goo goo",2,1,4
"goo goo dolls",1,1,1
"good ù",2,2,2
"good american",2,1,1
"good arm",1,1,1
"good bad",40,4,49
"good bad thing",3,1,3
"good basketball",1,1,4
"good better",6,1,2
"good big",1,1,6
"good break",1,1,1
"good can",13,1,17
"good cause",6,2,16
"good chance",4,1,13
"good choice",7,2,15
"good college",2,1,3
"good company",6,2,13
"good compliment",1,1,1
"good day",25,2,256
"good dont",2,1,14
"good effort",3,1,1
"good enough",47,6,55
"good evening",5,2,21
"good example",18,1,9
"good faith",4,1,2
"good family",4,1,2
"good financial",1,2,2
"good first",9,2,11
"good food",20,1,37
"good food good",1,1,5
"good fortune",15,2,3
"good fresh",1,1,1
"good friends",23,1,40
"good grief",5,1,5
"good guess",2,1,7
"good guy",13,1,26
"good hands",3,1,4
"good health",11,2,8
"good hes",1,3,10
"good hit",1,1,2
"good idea",65,5,107
"good ideas",10,1,12
"good ive",1,1,11
"good job",44,5,107
"good last",5,1,12
"good leader",4,1,2
"good looking",8,1,23
"good lord",8,1,21
"good luck",46,1,555
"good made",3,1,3
"good make",6,1,7
"good man",8,1,33
"good many",4,1,2
"good money",6,1,2
"good morning",34,2,669
"good movie",8,1,23
"good news",82,5,111
"good ol",6,1,28
"good old",15,1,28
"good one",34,3,118
"good opportunity",2,3,1
"good pair",1,1,1
"good people",24,1,37
"good place",18,1,29
"good player",2,1,6
"good players",2,2,2
"good practice",4,1,3
"good product",1,1,1
"good reason",30,2,16
"good reminder",4,1,10
"good reputation",2,2,1
"good riddance",1,1,11
"good right",9,1,29
"good run",4,1,13
"good said",2,1,3
"good see",11,1,72
"good selection",4,1,2
"good shot",3,2,3
"good side",3,1,7
"good sign",10,1,17
"good sport",1,1,3
"good start",17,1,33
"good stop",1,1,1
"good story",11,1,9
"good stuff",18,2,102
"good summer",2,1,9
"good team",2,2,14
"good thing",127,3,165
"good though",6,2,25
"good time",55,4,135
"good times",20,2,95
"good track",2,1,2
"good track record",1,1,1
"good true",4,1,6
"good us",6,1,5
"good value",6,1,1
"good will",11,1,16
"good wine",1,1,3
"good work",5,1,98
"good working",1,1,2
"good works",3,1,2
"good year",5,1,14
"goods services",11,1,3
"google employees",1,2,1
"gop lawmakers",1,1,1
"gop nomination",1,1,2
"gop presidential",2,3,2
"gordon said",1,1,1
"gosh im",2,1,7
"got ù",7,1,1
"got another",11,2,28
"got around",25,1,7
"got asked",1,1,7
"got away",12,1,7
"got best",5,3,15
"got big",7,1,19
"got bill",1,1,1
"got bright",2,1,1
"got call",12,1,21
"got cancelled",1,1,5
"got car",17,1,10
"got caught",4,2,19
"got closer",3,1,2
"got covered",1,1,5
"got done",8,1,38
"got double",1,1,1
"got every",1,1,2
"got everything",4,1,6
"got feel",1,1,1
"got final",1,1,6
"got find",1,1,1
"got first",18,2,29
"got games",1,1,3
"got get",12,2,29
"got go",13,3,19
"got going",4,1,9
"got good",20,3,46
"got great",9,1,44
"got guy",1,1,2
"got guys",1,1,4
"got hands",7,1,2
"got heart",1,1,2
"got help",2,1,1
"got hit",5,1,22
"got job",15,3,22
"got just",4,2,13
"got know",8,2,4
"got laptop",2,1,3
"got last",6,1,9
"got lead",1,1,3
"got learn",1,1,3
"got little",25,2,18
"got live",2,1,3
"got lot",15,2,27
"got lots",6,1,11
"got make",5,1,8
"got massive",2,2,3
"got nothing",6,1,26
"got offer",2,1,1
"got one",22,1,66
"got professional",1,1,2
"got pulled",4,1,11
"got running",3,1,1
"got said",4,2,3
"got scared",2,1,5
"got second",4,1,4
"got special",1,1,5
"got stock",1,1,1
"got stuck",9,1,12
"got take",2,1,1
"got talent",3,3,14
"got thing",1,1,5
"got things",4,1,10
"got thrown",2,1,1
"got tired",4,1,3
"got together",5,1,2
"got two",11,3,24
"got us",10,1,13
"got visit",2,1,1
"got wait",1,1,1
"got way",8,1,12
"got week",1,1,4
"got will",1,1,3
"got win",1,1,10
"got wrong",7,1,3
"gotten better",2,1,1
"government can",6,1,4
"government jobs",1,1,1
"government programs",1,1,2
"government right",2,1,1
"government spending",4,3,3
"government support",3,1,1
"government will",10,3,2
"government workers",1,2,2
"grades k",2,2,1
"grades will",1,1,1
"graduate school",11,1,3
"graduated college",2,1,2
"grand canyon",3,1,3
"grand jury",3,5,3
"grand marnier",1,2,2
"grand opening",5,1,33
"grand prix",3,6,4
"grand prize",9,1,7
"grand rapids",8,2,5
"grand scheme",5,1,2
"grand scheme things",3,1,1
"grand slam",2,1,13
"grandmother mother",1,1,1
"grateful wonderful",2,1,1
"gray hair",2,1,2
"great american",6,1,6
"great choice",4,1,9
"great coach",1,1,2
"great deal",67,3,26
"great deal money",1,1,2
"great depression",11,3,2
"great event",3,1,44
"great ever",1,1,3
"great expectations",2,1,1
"great experience",7,2,18
"great feedback",2,1,6
"great feel",2,2,1
"great feeling",4,1,14
"great game",6,1,62
"great gatsby",2,1,2
"great guy",1,1,12
"great kids",2,1,6
"great lakes",3,6,9
"great leader",4,1,7
"great learned",1,1,1
"great memories",4,1,10
"great outdoors",6,1,1
"great part",3,1,4
"great people",12,1,45
"great performances",2,1,6
"great place",16,1,30
"great place start",3,1,1
"great places",2,1,7
"great player",1,1,6
"great recession",1,1,1
"great shape",3,1,2
"great solution",1,1,2
"great songs",5,1,1
"great story",7,1,21
"great thing",14,1,20
"great time",41,1,246
"great value",5,1,2
"great way",56,1,61
"great work",7,2,86
"greatly appreciated",5,1,11
"greece portugal",1,1,1
"greek salad",4,1,2
"green apple",1,1,2
"green bay",2,2,31
"green beans",11,2,5
"green card",1,1,3
"green day",3,1,4
"green energy",2,1,3
"green gold",1,1,7
"green light",8,1,12
"green red",6,1,2
"green yellow",6,1,2
"grew like",1,1,1
"greys anatomy",1,2,9
"grilled cheese",11,5,27
"grilled cheese tomato",1,1,1
"grocery bag",1,1,1
"grocery store",54,6,27
"grocery stores",10,2,7
"ground meat",3,1,3
"group called",10,3,3
"group guys",1,1,2
"group let",1,1,1
"group people",31,2,21
"group will",6,2,3
"groups can",1,1,1
"groups including",2,1,1
"groups like",6,2,1
"grow like",1,1,1
"growing dont",1,1,1
"growing fast",5,1,7
"growing number",2,3,3
"grown much",2,1,2
"guantanamo bay",4,2,1
"guess got",2,1,5
"guess im",11,2,68
"guess people",3,1,5
"guess thats",11,2,33
"guest house",7,1,1
"guest list",4,2,13
"guest speaker",3,1,5
"guidance counselor",1,1,1
"guide will",1,1,1
"guilty charges",3,2,2
"guilty conscience",1,1,3
"guitar bass",3,1,1
"gulf coast",3,2,2
"gun owners",1,1,1
"guy come",2,1,3
"guy comes",2,1,1
"guy dont",1,2,1
"guy like",6,1,17
"guy made",5,1,3
"guy real",1,1,1
"guy said",5,1,2
"guy thats",1,2,2
"guy want",1,1,6
"guy wearing",1,1,5
"guys come",3,1,12
"guys feel",1,1,5
"guys going",3,2,13
"guys got",4,1,10
"guys help",1,1,1
"guys im",1,1,24
"guys like",9,2,21
"guys lot",2,1,1
"guys right",1,1,3
"guys tell",1,2,4
"guys thank",4,1,3
"guys think",8,1,31
"guys want",2,1,12
"guys will",2,1,21
"gwyneth paltrow",2,1,4
"hadnt seen",6,1,9
"hair salon",4,1,5
"hair wearing",1,1,1
"half ago",4,1,1
"half bottle",1,1,5
"half hours",16,1,6
"half million",8,2,1
"half million dollars",2,1,1
"half people",4,2,4
"half pound",2,1,3
"half rate",1,1,1
"half size",2,1,1
"half time",13,1,27
"half year",12,2,4
"hall fame",10,6,26
"hall famer",1,1,7
"ham cheese",3,1,4
"hand claps",1,1,1
"hand gestures",1,1,1
"hand hand",9,1,8
"hand hold",2,1,1
"hand one",4,1,2
"hand say",2,1,2
"hand trying",1,1,1
"hands like",4,1,1
"hanging around",13,1,7
"happen dont",1,3,10
"happen long",1,1,1
"happen next",10,1,6
"happen someone",3,1,1
"happen soon",2,1,4
"happen way",3,1,2
"happen will",5,1,4
"happened got",2,1,1
"happened last",15,1,4
"happened last night",3,1,4
"happened music",1,1,4
"happened one",4,1,3
"happened think",2,1,2
"happened us",3,1,2
"happening just",1,1,2
"happening now",3,1,14
"happens will",3,1,6
"happy end",1,1,1
"happy ending",11,1,8
"happy got",2,1,11
"happy hope",1,1,1
"happy hour",15,2,171
"happy im",3,1,10
"happy just",6,1,7
"happy living",4,1,1
"happy meal",3,1,3
"happy share",3,1,13
"happy shes",1,1,2
"happy show",2,1,3
"hard accept",1,2,2
"hard also",2,1,1
"hard argue",2,1,3
"hard believe",21,1,30
"hard come",5,1,3
"hard drives",2,1,1
"hard enough",17,1,9
"hard figure",2,1,2
"hard find",16,3,21
"hard get",26,2,44
"hard hit",2,1,3
"hard imagine",8,1,4
"hard keep",8,1,8
"hard knocks",1,1,1
"hard last",3,1,3
"hard life",1,1,1
"hard look",6,3,4
"hard may",1,1,3
"hard one",2,1,2
"hard people",7,1,4
"hard rock",10,1,25
"hard stop",1,1,1
"hard things",8,1,1
"hard time",54,5,47
"hard time getting",2,1,4
"hard times",11,2,10
"hard try",5,1,4
"hard win",4,1,1
"hard work",65,3,108
"hard working",7,1,7
"hard youre",1,1,3
"hardware store",2,1,6
"hardwood floor",1,1,2
"harriet beecher",1,1,1
"harry reid",2,1,2
"harvard business",2,1,2
"harvard business school",2,1,2
"harvard university",1,1,1
"hasnt able",1,1,2
"hasnt changed",3,2,7
"hasnt changed much",1,1,2
"hasnt made",1,1,1
"hasnt quite",1,1,1
"hasnt really",2,1,1
"hasnt seen",1,1,4
"hasnt stopped",2,1,1
"hasnt worked",1,1,10
"hate crime",3,1,1
"hate mail",1,1,1
"hate running",1,1,1
"hate will",1,1,1
"havent changed",2,1,2
"havent even",12,1,16
"havent gone",2,1,5
"havent heard",7,1,57
"havent heard anything",1,1,6
"havent hit",1,1,3
"havent made",12,1,8
"havent reached",2,1,1
"havent seen",20,4,141
"havent seen since",2,1,5
"havent talked",2,1,31
"havent watched",1,1,18
"hazardous materials",1,2,3
"hbo series",4,1,1
"head coach",6,6,15
"head honcho",2,1,1
"head injuries",2,2,1
"head neck",1,1,3
"head new",3,1,3
"head north",2,1,1
"head right",5,1,13
"head start",3,2,4
"head state",3,1,2
"head straight",3,1,1
"head toe",4,1,2
"headed new",2,1,2
"heading home",2,1,23
"heads will",2,1,3
"heads will roll",2,1,1
"health benefits",9,3,7
"health care",52,34,44
"health care bill",1,1,1
"health care law",2,3,1
"health care reform",1,2,6
"health clinic",1,1,1
"health department",3,2,1
"health fair",2,1,4
"health insurance",14,13,19
"health issues",9,2,3
"health plans",1,1,2
"health risks",4,1,2
"health science",1,1,1
"health services",7,2,1
"health system",1,3,1
"health systems",1,2,2
"healthy eating",8,1,7
"healthy living",3,1,3
"hear anything",1,1,11
"hear guys",1,1,5
"hear least",2,1,1
"hear music",4,1,7
"hear see",7,1,6
"hear someone",5,1,6
"hear someone say",1,1,2
"hear story",5,1,4
"hear voices",3,1,4
"heard anything",1,1,11
"heard back",4,1,8
"heard every",2,1,1
"heard got",1,1,3
"heard radio",2,1,5
"heard right",2,1,2
"heard song",7,1,10
"heard two",2,2,2
"hearing music",1,1,1
"hearing today",1,1,1
"hearing voice",2,1,3
"heart attack",16,4,42
"heart attacks",2,2,4
"heart disease",17,8,9
"heart disease stroke",2,1,1
"heart failure",6,2,2
"heart gave",4,1,1
"heart just",7,2,14
"heart problems",1,1,1
"heart racing",2,1,3
"heart warming",1,1,1
"hearts minds",3,1,6
"heat can",1,1,1
"heat lead",1,1,1
"heating cooling",3,3,1
"heavenly father",14,1,4
"heavy price",1,1,1
"heavy rain",5,1,8
"heck going",1,1,2
"hed never",1,1,2
"heels high",1,1,2
"held first",4,1,2
"held hostage",2,1,2
"held together",6,1,2
"hello ladies",2,1,1
"help also",2,1,1
"help break",1,1,2
"help can",7,2,12
"help children",8,5,2
"help create",9,1,10
"help cut",2,1,1
"help design",1,1,2
"help ensure",3,1,1
"help fill",1,1,1
"help find",10,1,25
"help fuel",1,1,1
"help fund",2,1,2
"help identify",3,1,1
"help keep",14,1,16
"help kids",3,1,8
"help love",4,1,5
"help make",15,1,18
"help making",2,1,2
"help need",6,1,4
"help needed",4,1,5
"help one",4,1,3
"help patients",2,1,2
"help pay",3,1,2
"help people",24,1,19
"help promote",4,1,7
"help remove",1,1,2
"help see",3,1,2
"help set",1,1,1
"help share",1,1,2
"help small",1,1,2
"help stop",1,1,4
"help support",16,1,12
"help take",5,2,1
"help teach",1,1,1
"help team",1,2,4
"help time",1,1,4
"help us",49,3,107
"help wanted",1,1,1
"help will",5,1,8
"help young",4,1,1
"help young people",3,1,1
"helped create",2,1,1
"helped get",4,1,2
"helped many",4,1,2
"helping others",8,1,9
"helping people",8,2,17
"helps know",1,1,4
"helps lot",3,1,2
"helps us",12,1,4
"heres deal",2,2,1
"heres link",3,1,2
"heres look",2,1,1
"heres thing",3,1,2
"hes also",6,2,9
"hes always",3,1,8
"hes best",1,1,15
"hes brilliant",1,1,1
"hes caught",1,1,1
"hes coming",1,1,7
"hes done",5,2,12
"hes going",9,6,23
"hes good",4,2,21
"hes got",16,5,30
"hes great",6,3,10
"hes guy",1,2,4
"hes happy",2,1,2
"hes hes",2,1,2
"hes human",1,1,1
"hes interested",1,2,4
"hes just",6,4,31
"hes never",5,1,7
"hes really",6,2,12
"hes starting",1,1,1
"hes still",9,3,34
"hes taking",2,3,3
"hes wearing",1,1,1
"hey guys",4,1,68
"hi name",6,1,14
"hidden treasure",1,1,1
"high around",1,1,1
"high blood",8,1,6
"high drama",1,1,1
"high end",3,1,2
"high energy",3,2,1
"high expectations",6,1,3
"high flying",2,1,1
"high fuel",1,1,1
"high fuel costs",1,1,1
"high going",1,1,1
"high heat",11,1,1
"high jump",1,5,2
"high level",15,1,2
"high levels",4,2,1
"high number",2,2,1
"high point",4,1,2
"high profile",9,3,2
"high road",2,1,3
"high school",187,64,249
"high school class",1,2,4
"high school football",2,1,5
"high school senior",1,1,2
"high school student",3,3,4
"high school students",3,7,5
"high schools",3,5,11
"high standards",3,1,3
"high time",7,1,3
"high water",6,1,1
"higher education",13,5,3
"higher level",7,1,2
"higher rates",2,1,2
"higher taxes",4,1,1
"highest level",5,2,5
"highest percentage",1,1,1
"highland park",1,3,3
"highly anticipated",2,1,1
"highly competitive",1,1,1
"highly favored",1,1,1
"hillary clinton",4,2,6
"hire people",1,1,3
"hiring process",1,1,2
"historical society",9,1,8
"history behind",2,1,1
"history made",1,1,2
"history one",3,1,1
"history repeat",1,1,2
"history will",4,1,4
"hit back",5,1,27
"hit behind",1,1,1
"hit car",2,1,9
"hit close",1,1,2
"hit close home",1,1,2
"hit floor",2,1,3
"hit hard",4,3,8
"hit head",8,1,6
"hit home",3,2,8
"hit killed",1,1,1
"hit one",4,1,7
"hit park",1,2,1
"hit road",2,1,7
"hit snooze",3,1,2
"hit snooze button",1,1,1
"hit song",1,1,3
"hit target",2,1,2
"hit two",2,2,2
"hit will",2,1,3
"hitting notes",1,1,1
"hold onto",15,1,2
"holding hands",5,1,2
"holding pattern",1,1,1
"hole ground",3,1,1
"hole one",3,1,4
"holiday season",31,3,42
"hollywood hills",1,1,2
"holy grail",5,1,2
"holy moly",2,1,7
"home alabama",3,1,1
"home alone",13,1,28
"home another",2,1,2
"home away",4,1,4
"home care",2,1,3
"home come",1,1,3
