"","blog.txt","news.txt","twitter.txt"
"find out the",5,0,5
"find out what",15,2,12
"find out what's",2,0,1
"find out when",1,0,3
"find out where",1,1,3
"find out whether",1,0,1
"find out which",3,0,1
"find out who",1,0,9
"find out why",1,0,4
"find out you",1,0,1
"find peace and",1,0,1
"find some great",1,0,1
"find someone else",3,0,2
"find someone to",2,1,5
"find someone who",1,0,3
"find something else",2,0,2
"find something more",1,0,1
"find something that",5,0,2
"find something to",6,1,7
"find somewhere else",2,1,0
"find somewhere to",1,0,1
"find sponsors for",1,1,0
"find such a",1,1,1
"find that for",1,0,1
"find that i",8,0,3
"find that is",1,0,1
"find that someone",1,0,2
"find that the",4,2,2
"find the answer",1,0,3
"find the article",2,0,1
"find the best",6,0,6
"find the cutest",1,0,1
"find the light",1,0,1
"find the most",3,0,2
"find the one",1,1,1
"find the perfect",3,0,1
"find the real",1,0,1
"find the right",6,0,4
"find the school",1,0,1
"find the spot",1,1,0
"find the truth",1,0,1
"find the words",2,0,2
"find them in",1,0,1
"find themselves in",3,1,0
"find those who",1,0,1
"find time to",4,0,1
"find ways to",8,1,4
"find what i",4,0,2
"find what makes",1,0,1
"find what you",1,0,1
"find you are",1,0,1
"find your niche",1,1,0
"find your way",1,0,1
"find yourself in",5,0,1
"find yourself one",1,1,0
"find yourself wanting",1,0,1
"finding a dead",1,0,1
"finding a job",4,0,2
"finding a new",2,0,2
"finding a way",1,2,0
"finding common ground",0,1,1
"finding out more",2,0,1
"finding out that",2,0,2
"finding out what",1,0,1
"finding something you",1,0,1
"finding that the",1,0,1
"finding the best",1,1,1
"finding the perfect",1,0,1
"finding the right",2,0,2
"finding ways to",1,0,2
"finds a way",1,0,1
"finds out that",1,1,0
"finds that the",1,0,1
"finds you well",1,0,1
"fine as long",2,1,0
"fine but i",1,0,2
"fine by me",3,0,2
"fine thank you",1,0,1
"fine with her",1,0,1
"fine with it",1,0,2
"fine with me",4,1,0
"fine with that",2,1,1
"fine with the",2,1,0
"finger in my",1,0,1
"finger in the",0,1,2
"finger on it",3,0,1
"fingers crossed for",1,0,5
"fingers crossed that",3,0,1
"fingers through it",1,0,1
"finish at the",0,1,1
"finish for her",1,0,1
"finish in the",2,2,0
"finish it off",5,0,1
"finish line and",3,0,1
"finish line for",1,0,1
"finish line is",1,0,1
"finish line we",1,0,1
"finish out the",2,0,1
"finish this book",1,0,1
"finish to a",1,0,1
"finish up my",2,0,1
"finish up some",2,0,2
"finish up the",2,0,3
"finish up this",1,0,1
"finish with a",3,0,2
"finished by the",2,0,1
"finished in the",1,0,1
"finished reading the",1,0,1
"finished should be",1,0,1
"finished the last",2,0,2
"finished the new",1,0,1
"finished the whole",1,0,1
"finished up a",1,0,3
"finished watching the",1,0,3
"finished we will",1,0,1
"finished with a",1,3,1
"finished with it",1,0,1
"finished with my",1,0,3
"finished with the",2,0,1
"finished writing my",2,0,1
"finishing off a",1,1,0
"finishing touches on",2,0,3
"fire and brimstone",2,0,1
"fire and the",3,1,0
"fire broke out",0,1,1
"fire for the",0,1,1
"fire in a",2,1,1
"fire in the",6,1,1
"fire on the",1,0,2
"fire up the",1,0,2
"fire way to",1,0,1
"fire would be",1,0,1
"fired for no",1,0,1
"fired with a",1,1,0
"fireworks and fire",1,0,1
"firm believer in",1,1,1
"firm in their",1,0,1
"firmly in the",1,1,0
"first 10 minutes",1,0,2
"first african american",1,2,1
"first album and",1,0,1
"first amendment rights",1,1,1
"first and foremost",5,2,2
"first and last",2,0,5
"first and second",5,0,1
"first and then",8,0,1
"first and third",2,1,0
"first appearance in",1,1,0
"first attempt at",3,0,1
"first baptist church",1,1,0
"first because i",2,0,1
"first but i",1,0,2
"first but with",1,0,1
"first came out",1,0,2
"first come first",2,1,2
"first created in",1,0,1
"first cup of",1,0,1
"first date but",1,0,1
"first day after",1,0,1
"first day at",1,0,4
"first day back",2,0,1
"first day i",3,0,1
"first day in",2,0,1
"first day of",27,2,30
"first day on",1,0,4
"first day was",1,0,1
"first decade of",1,1,0
"first degree murder",2,2,2
"first draft of",3,0,1
"first episode of",2,0,2
"first farmer's market",1,0,1
"first few days",1,0,1
"first few years",1,0,1
"first five minutes",1,0,1
"first friday in",1,0,1
"first from a",1,1,0
"first full day",2,0,2
"first game and",1,1,2
"first game of",1,0,1
"first grade i",2,0,1
"first group of",1,1,0
"first half in",1,0,1
"first half of",7,3,2
"first heard about",1,1,0
"first heard of",1,2,1
"first i've heard",1,0,4
"first i can",1,0,1
"first i had",3,0,1
"first i have",2,1,1
"first i thought",4,0,2
"first i wasn't",1,0,1
"first i would",1,0,1
"first impression of",1,1,0
"first impression was",1,1,0
"first in a",3,2,0
"first in the",3,2,2
"first introduction to",1,0,1
"first is the",3,1,1
"first issue of",1,0,1
"first kind of",1,0,1
"first lady and",1,1,0
"first lady of",1,0,1
"first let me",7,1,0
"first line of",2,0,1
"first look at",3,0,3
"first love is",1,0,1
"first meeting of",1,1,0
"first month of",1,0,1
"first mother to",1,0,1
"first night at",1,0,1
"first night in",2,0,4
"first of all",26,1,3
"first of four",1,1,0
"first of many",2,0,3
"first of the",8,1,5
"first of these",2,0,1
"first of three",1,1,0
"first of two",1,0,1
"first on my",1,0,2
"first one and",1,0,1
"first one i",3,0,1
"first one in",1,1,2
"first one is",3,0,1
"first one of",1,0,1
"first one on",1,0,1
"first one to",4,0,1
"first one was",5,0,3
"first one would",1,0,1
"first part of",9,1,3
"first period and",0,1,1
"first person i",1,0,3
"first person in",1,0,1
"first person to",3,0,2
"first person who",1,0,2
"first person you",1,1,0
"first phase of",1,1,0
"first place in",2,3,1
"first place the",1,2,0
"first quarter of",1,2,0
"first quarter profit",0,1,1
"first quarter since",1,1,0
"first race in",2,0,1
"first round draft",0,1,1
"first round of",5,2,5
"first round pick",0,2,2
"first round series",0,1,1
"first saturday in",1,1,0
"first saw the",1,0,1
"first season of",1,0,3
"first second and",1,1,0
"first semester teaching",1,0,1
"first set of",1,0,1
"first show in",1,0,3
"first sign of",1,0,2
"first so i",1,0,1
"first spring break",1,0,1
"first start of",1,1,1
"first step in",3,1,4
"first step is",3,0,3
"first step to",2,1,0
"first stop is",1,2,0
"first stop will",0,1,1
"first term in",1,1,0
"first thanks to",1,0,1
"first then you",1,0,1
"first thing i",7,1,10
"first thing in",6,1,3
"first thing that",7,0,3
"first thing they",1,0,1
"first thing to",3,0,1
"first thing tomorrow",1,0,1
"first thing you",2,0,1
"first things first",7,1,1
"first thought was",3,0,2
"first three months",1,1,0
"first time a",3,0,1
"first time around",4,0,1
"first time at",3,1,2
"first time event",1,0,1
"first time ever",4,1,4
"first time for",1,0,2
"first time he",4,2,0
"first time i",29,1,16
"first time i've",5,0,5
"first time in",31,4,34
"first time inyears",1,0,1
"first time is",1,0,1
"first time it",2,0,3
"first time last",1,0,3
"first time moms",1,0,1
"first time on",4,0,3
"first time one",1,0,1
"first time or",1,0,1
"first time out",3,1,0
"first time she",3,0,1
"first time since",9,12,8
"first time that",10,0,3
"first time the",6,2,0
"first time this",3,3,4
"first time to",2,0,3
"first time we",3,0,2
"first time what",1,0,1
"first time with",1,0,4
"first time you",5,0,4
"first time your",1,0,1
"first to be",1,0,1
"first to get",2,0,1
"first trial and",1,1,0
"first trip to",3,0,1
"first turned me",1,0,1
"first two games",1,1,0
"first two months",1,0,1
"first two seasons",2,2,0
"first two thirds",1,0,1
"first two titles",1,0,1
"first visit to",1,0,1
"first watched it",1,0,1
"first we have",4,0,1
"first week at",1,0,2
"first week i",3,0,1
"first week of",5,1,4
"first went to",1,1,0
"first win of",0,1,1
"first world problems",1,0,1
"first year of",9,1,1
"first year we",1,1,0
"first you don't",0,1,2
"first you will",1,0,1
"fish and wildlife",1,3,0
"fish in a",1,0,1
"fish out of",2,0,3
"fit and healthy",2,0,1
"fit for the",0,1,2
"fit in a",1,0,1
"fit in the",3,0,2
"fit into a",1,0,3
"fit into the",4,0,3
"fit like a",1,0,1
"fit right in",1,0,1
"fit the bill",3,1,2
"fits perfectly in",2,0,1
"fitted for the",1,0,1
"fitting tribute to",1,0,1
"five hour energy",0,1,1
"five minutes to",3,1,0
"five more days",1,0,1
"five of its",0,1,1
"five of the",2,5,1
"five of them",1,1,0
"five or more",1,1,0
"five percent of",1,1,1
"five year old",2,0,2
"five years ago",8,2,2
"five years and",3,2,0
"five years in",2,1,0
"five years is",2,1,0
"five years later",3,1,0
"five years of",1,3,0
"five years the",1,1,0
"five years to",3,1,0
"five years with",0,1,1
"fix it this",2,1,0
"fix the problem",3,0,2
"fix up the",2,0,1
"flags to the",0,1,1
"flash a new",1,1,0
"flashing back to",1,0,1
"flat screen tv",1,1,2
"flavor of the",3,0,2
"flee the country",3,1,0
"flew across the",1,0,1
"flew in from",0,1,1
"flew off my",1,0,1
"flew over the",0,1,1
"flies when you",1,0,3
"flight back to",1,0,2
"flight of the",1,0,2
"flight to chicago",1,0,1
"flight to the",2,0,1
"flights of stairs",1,0,1
"flip flops and",1,0,1
"flip side i",1,0,1
"flipping through the",2,0,1
"floating around in",1,0,1
"floating in the",1,0,1
"floats your boat",2,0,3
"floor and wall",1,0,1
"floor are the",1,0,1
"floor in the",4,0,1
"floor in your",1,0,1
"floor is the",1,0,1
"floor of my",1,0,1
"floor of the",3,5,1
"floor to the",2,1,0
"floor when i",1,1,1
"florida and the",1,0,1
"florida is a",1,0,2
"florida sun sentinel",1,1,0
"flour and salt",1,0,1
"flour in the",1,0,1
"flow all i",1,0,1
"flow of the",4,0,1
"flow to the",2,1,0
"flow while the",1,0,1
"flowers and the",1,0,1
"flowers i love",1,0,1
"flowers in a",1,0,1
"fluttered in the",1,1,0
"fly across the",1,1,1
"fly back to",1,0,1
"fly by so",1,0,1
"fly in the",3,1,0
"fly off the",1,0,1
"fly off to",1,0,1
"fly on over",1,0,1
"fly to the",1,0,1
"flying in from",1,0,2
"flying out of",1,0,1
"flying out to",2,0,2
"focus back to",1,0,1
"focus for the",1,1,0
"focus is on",1,1,0
"focus of the",4,1,0
"focus of today's",1,0,1
"focus on doing",1,0,1
"focus on my",2,0,2
"focus on one",1,0,1
"focus on our",2,0,2
"focus on something",1,0,1
"focus on the",17,2,17
"focus on this",2,0,2
"focus on what",3,1,8
"focus on work",1,0,1
"focus on your",3,0,4
"focus will be",2,0,3
"focused on a",1,1,0
"focused on helping",1,0,1
"focused on his",1,0,1
"focused on the",14,3,5
"focuses on a",1,0,1
"focuses on the",3,0,1
"focusing on the",11,0,2
"focusing on your",1,0,1
"fodder for a",1,0,1
"fog so thick",1,0,1
"folded into the",1,1,0
"folk i know",1,0,1
"folks at red",1,0,1
"folks at the",2,0,2
"folks can get",1,0,1
"folks in the",1,0,6
"folks on the",0,1,1
"folks we have",1,0,1
"folks who are",1,1,1
"follow a few",2,1,0
"follow all of",1,0,2
"follow and the",1,0,2
"follow but we",1,0,1
"follow each other",1,0,2
"follow for a",1,0,2
"follow in the",1,0,1
"follow me and",1,0,41
"follow me i",1,0,36
"follow me on",5,1,27
"follow my dream",1,1,0
"follow on twitter",3,0,9
"follow the band",1,0,1
"follow the instructions",2,0,1
"follow the leader",1,0,4
"follow the new",1,0,2
"follow the rules",3,0,2
"follow the yellow",1,1,0
"follow their dreams",1,0,1
"follow through on",2,1,0
"follow to get",1,0,1
"follow up and",1,0,2
"follow up in",1,0,1
"follow up to",1,2,3
"follow us on",2,0,19
"follow us to",1,0,1
"follow you back",1,0,22
"follow you you",1,0,1
"follow your dreams",1,0,2
"followed by a",18,1,7
"followed by action",1,0,1
"followed by an",4,1,1
"followed by even",2,0,1
"followed by one",1,0,1
"followed by our",1,0,1
"followed by the",4,3,3
"followed it up",1,1,0
"followed up with",2,1,1
"followed with a",1,2,0
"follower and i",1,0,1
"follower of christ",2,1,0
"followers i will",1,0,2
"followers if you",1,0,2
"followers of the",1,0,1
"followers on twitter",2,0,5
"followers that have",1,0,1
"following me and",2,0,6
"following me for",1,0,1
"following my blog",3,0,1
"following the first",1,0,1
"following you on",1,0,2
"follows the life",1,1,0
"fond memories of",5,1,1
"fond of the",0,1,1
"food and a",2,1,0
"food and beverage",4,1,2
"food and drink",5,1,2
"food and drinks",2,0,2
"food and drug",1,3,0
"food and even",1,0,1
"food and for",1,0,1
"food and friends",1,0,1
"food and good",1,1,1
"food and music",1,0,2
"food and then",2,0,1
"food and water",4,1,0
"food and wine",1,1,4
"food and would",0,1,1
"food at the",2,0,1
"food for a",1,0,1
"food for me",1,0,1
"food for the",4,0,5
"food for thought",2,0,5
"food from the",1,0,1
"food i can",1,0,1
"food in the",5,0,5
"food is an",1,0,1
"food is so",1,0,2
"food lots of",1,0,1
"food network magazine",1,0,1
"food or water",1,0,1
"food processor and",3,1,0
"food should be",1,0,2
"food stores and",1,1,0
"food to the",1,0,2
"food truck court",0,1,2
"food trucks are",0,1,2
"food was the",1,0,1
"food we are",1,0,1
"food which is",1,1,0
"food will be",2,0,1
"food you can",1,0,3
"foods and flavors",1,1,0
"foods i can",2,0,1
"foods that are",3,0,1
"fool around with",1,0,1
"fooled by the",1,1,0
"foot in the",2,0,1
"foot of the",1,0,2
"foot on it",1,1,0
"foot on the",4,0,2
"football and the",1,0,1
"football game in",0,1,2
"football in the",1,1,1
"football players to",1,0,1
"football team and",1,1,0
"football this year",1,0,1
"foothold on the",1,0,1
"footprints in the",1,0,1
"for 10 days",1,1,2
"for 10 dollars",1,0,1
"for 10 minutes",18,0,3
"for 10 years",2,0,3
"for 11 years",2,1,0
"for 12 hours",1,0,2
"for 15 minutes",9,0,2
"for 15 years",3,1,0
"for 17 years",3,2,1
"for 19 years",1,0,1
"for 20 minutes",11,0,2
"for 20 years",2,2,5
"for 2010 the",1,1,0
"for 2011 the",1,1,0
"for 2012 and",0,1,2
"for 2012 now",1,0,1
"for 2012 the",1,1,0
"for 2012 was",1,1,0
"for 23 years",2,0,1
"for 24 hours",7,0,3
"for 24 months",2,0,1
"for 25 minutes",3,1,1
"for 25 years",2,1,1
"for 30 seconds",4,0,1
"for 30 to",1,1,0
"for 34 years",0,1,1
"for 40 minutes",0,1,2
"for 40 years",4,0,2
"for 45 min",1,0,1
"for 60 days",0,1,1
"for 99 cents",1,0,2
"for a 10",2,1,3
"for a 100",1,0,1
"for a 12",3,0,2
"for a 34",0,1,1
"for a baby",3,0,1
"for a balanced",1,0,2
"for a barrel",1,1,0
"for a bbq",1,0,1
"for a beautiful",1,0,4
"for a beer",3,1,2
"for a better",9,0,6
"for a big",3,1,12
"for a bit",22,1,22
"for a blog",3,0,3
"for a book",3,0,2
"for a bottle",1,0,3
"for a bowl",2,1,0
"for a boy",4,1,1
"for a break",2,0,1
"for a brief",1,0,1
"for a brighter",1,0,1
"for a bus",2,0,1
"for a business",3,0,3
"for a busy",0,1,2
"for a cause",2,1,0
"for a certain",1,0,1
"for a chance",9,1,24
"for a change",15,1,8
"for a chat",3,0,1
"for a child",1,0,2
"for a class",2,0,2
"for a clean",1,1,1
"for a client",2,0,5
"for a coffee",1,0,2
"for a competitive",1,0,1
"for a conference",1,0,2
"for a continuous",1,1,0
"for a contract",0,1,1
"for a cool",3,0,1
"for a copy",1,0,1
"for a country",2,0,2
"for a couple",62,4,18
"for a credit",1,0,1
"for a crime",3,1,0
"for a custom",1,0,3
"for a customer",1,0,1
"for a day",9,1,17
"for a decade",2,2,2
"for a decent",2,0,1
"for a different",7,0,1
"for a digital",1,0,2
"for a documentary",1,0,2
"for a dollar",1,0,1
"for a drink",4,0,6
"for a drive",1,0,2
"for a european",1,0,1
"for a fact",4,0,2
"for a family",7,0,2
"for a fee",1,1,2
"for a few",96,2,37
"for a film",2,0,1
"for a final",1,2,0
"for a first",1,1,0
"for a follow",1,0,4
"for a free",3,0,11
"for a friend",3,0,7
"for a friend's",2,1,1
"for a full",8,1,5
"for a fun",4,0,5
"for a future",2,0,2
"for a game",2,2,5
"for a gift",1,0,1
"for a girl",6,0,5
"for a given",1,0,1
"for a glass",1,0,2
"for a glorious",1,0,1
"for a good",25,1,21
"for a great",10,0,57
"for a greater",1,1,0
"for a group",3,0,2
"for a guy",2,1,3
"for a half",4,1,2
"for a hand",1,0,1
"for a high",3,0,3
"for a hike",2,0,3
"for a home",1,0,2
"for a house",1,0,2
"for a huge",4,0,5
"for a job",8,0,13
"for a judicial",2,1,0
"for a kid",1,0,1
"for a kiss",2,0,1
"for a large",4,0,4
"for a late",1,0,2
"for a life",2,0,1
"for a lifetime",1,0,1
"for a light",1,0,2
"for a limited",2,0,4
"for a list",1,0,1
"for a little",35,1,17
"for a living",7,0,6
"for a loan",0,1,1
"for a long",45,4,21
"for a longer",1,0,1
"for a look",4,1,0
"for a lot",9,0,2
"for a lovely",2,0,1
"for a low",1,0,1
"for a lunch",1,0,2
"for a man",6,0,4
"for a marketing",2,0,1
"for a mass",1,0,1
"for a massive",0,1,1
"for a meet",1,0,2
"for a meeting",4,0,4
"for a minute",15,0,12
"for a miracle",1,0,2
"for a moment",29,3,4
"for a monster",1,0,1
"for a month",11,0,4
"for a more",12,2,3
"for a movie",3,0,2
"for a music",1,0,1
"for a nap",1,0,8
"for a new",30,8,39
"for a nice",6,0,4
"for a night",7,1,3
"for a non",1,0,1
"for a novel",2,0,1
"for a number",5,1,1
"for a one",1,0,2
"for a pair",1,0,2
"for a party",5,1,2
"for a perfect",3,1,0
"for a person",5,0,4
"for a phone",1,0,1
"for a photo",2,0,1
"for a pint",2,0,1
"for a place",5,0,4
"for a player",1,0,2
"for a playoff",1,0,1
"for a possible",1,1,0
"for a post",2,1,0
"for a pretty",1,0,2
"for a preview",1,0,1
"for a private",1,0,3
"for a professional",2,0,1
"for a project",2,0,2
"for a public",2,0,1
"for a quarter",0,2,1
"for a quick",10,1,7
"for a real",3,1,1
"for a really",2,0,2
"for a reason",12,1,21
"for a refreshing",1,0,2
"for a replacement",1,1,1
"for a republican",2,0,1
"for a return",3,1,0
"for a ride",8,0,6
"for a romantic",2,1,1
"for a round",2,1,0
"for a run",4,0,12
"for a score",1,0,1
"for a screening",0,1,1
"for a search",1,0,1
"for a season",1,0,2
"for a seat",3,0,2
"for a second",12,4,11
"for a sequel",1,0,1
"for a series",3,0,1
"for a service",1,0,1
"for a session",1,0,1
"for a shoot",1,0,2
"for a short",18,4,5
"for a shorter",1,1,0
"for a show",1,0,6
"for a silver",1,0,1
"for a simple",2,1,1
"for a single",8,1,2
"for a small",8,2,3
"for a so",2,0,1
"for a solid",1,0,2
"for a song",4,0,2
"for a special",10,1,5
"for a specific",2,1,2
"for a speed",1,0,1
"for a spin",3,0,1
"for a split",1,0,1
"for a spot",1,0,1
"for a start",1,0,1
"for a story",0,1,4
"for a stronger",1,0,1
"for a successful",1,0,1
"for a sunday",1,0,2
"for a sunny",1,0,2
"for a super",1,1,1
"for a swim",1,0,1
"for a taste",1,0,1
"for a team",1,2,4
"for a temporary",2,0,2
"for a third",2,3,1
"for a three",1,0,1
"for a time",9,1,4
"for a tony",2,1,0
"for a total",5,1,2
"for a tour",1,0,5
"for a treat",2,2,1
"for a trial",1,0,1
"for a trip",3,0,1
"for a twitter",1,0,1
"for a two",1,2,0
"for a uk",1,0,1
"for a university",1,0,1
"for a us",0,1,1
"for a variety",4,0,1
"for a very",14,1,1
"for a virtual",1,0,1
"for a visit",6,0,5
"for a walk",16,0,10
"for a warm",1,0,1
"for a way",3,0,1
"for a website",2,0,1
"for a wedding",2,1,3
"for a week",23,0,17
"for a weekend",3,0,5
"for a well",1,0,1
"for a while",106,7,65
"for a whole",1,0,3
"for a woman",2,1,3
"for a women's",1,0,1
"for a wonderful",2,0,3
"for a work",1,0,1
"for a year",11,6,12
"for a young",4,0,1
"for about 10",8,0,2
"for about 15",4,2,0
"for about 30",10,0,1
"for about 35",1,1,0
"for about a",12,0,5
"for about an",7,0,3
"for about five",1,0,1
"for about the",1,0,2
"for about three",5,1,1
"for about two",1,0,1
"for aboutminutes or",2,2,0
"for access to",1,1,1
"for after the",2,0,1
"for all budgets",1,1,0
"for all concerned",2,1,0
"for all for",1,0,1
"for all his",1,1,2
"for all i",2,0,3
"for all kinds",1,0,3
"for all my",4,0,1
"for all of",44,4,35
"for all our",2,0,3
"for all parties",1,1,1
"for all that",8,1,9
"for all the",35,4,71
"for all these",6,0,4
"for all they",1,0,1
"for all things",2,0,1
"for all this",2,1,1
"for all those",6,0,6
"for all to",5,0,3
"for all types",2,0,1
"for all us",1,0,1
"for all who",1,0,2
"for all will",1,0,1
"for all you",4,0,22
"for all your",4,0,27
"for allowing the",1,0,1
"for almost a",3,0,2
"for almost every",1,0,1
"for american idol",1,0,1
"for american progress",1,1,0
"for an adventure",3,0,1
"for an afternoon",1,0,1
"for an agent",1,1,1
"for an alcohol",1,0,1
"for an amazing",1,0,13
"for an announcement",1,0,1
"for an answer",3,1,1
"for an apartment",1,0,2
"for an appointment",1,0,2
"for an article",1,0,3
"for an artist",1,0,1
"for an awesome",2,0,8
"for an end",1,1,1
"for an episode",1,0,1
"for an event",2,0,4
"for an excellent",1,0,1
"for an exciting",1,0,1
"for an excuse",0,1,1
"for an explanation",1,0,1
"for an extra",0,2,4
"for an hour",21,1,18
"for an ice",1,0,1
"for an in",1,0,1
"for an incredibly",1,0,1
"for an independent",1,2,0
"for an interesting",3,0,2
"for an internship",1,0,1
"for an interview",2,0,5
"for an invite",1,0,1
"for an irish",1,1,0
"for an official",2,1,0
"for an old",1,0,1
"for an older",0,1,1
"for an opinion",1,0,1
"for an opportunity",1,1,0
"for an undisclosed",0,1,1
"for an unusual",1,1,0
"for an upcoming",1,0,4
"for and i",1,0,2
"for and more",0,1,1
"for and my",1,0,1
"for and received",1,0,1
"for and the",2,0,2
"for another company",1,1,0
"for another couple",1,0,1
"for another day",3,1,4
"for another great",1,0,1
"for another month",1,0,1
"for another one",2,0,1
"for another round",3,0,1
"for another season",2,0,2
"for another successful",1,0,1
"for another week",4,0,1
"for another year",1,0,4
"for answers as",1,1,0
"for any business",3,0,2
"for any longer",1,0,1
"for any new",1,0,1
"for any occasion",1,0,2
"for any of",8,0,4
"for any one",2,0,1
"for any period",2,0,1
"for any questions",1,0,2
"for any reason",2,0,1
"for anyone but",1,0,1
"for anyone else",3,0,3
"for anyone to",7,1,2
"for anyone who",9,0,5
"for anyone with",1,0,1
"for anything else",2,1,1
"for anything from",0,1,1
"for anything i",1,1,0
"for art we",1,0,1
"for as a",1,0,1
"for as long",10,2,0
"for as many",1,0,1
"for as much",1,0,1
"for as the",2,1,0
"for assault and",1,0,1
"for at home",1,0,1
"for at least",22,8,11
"for at leasthours",4,0,1
"for attention and",3,0,1
"for attention on",1,0,1
"for awhile and",1,0,1
"for awhile you",1,0,1
"for bankruptcy protection",1,1,0
"for being a",6,0,25
"for being an",2,0,3
"for being here",1,1,2
"for being in",1,0,2
"for being my",2,0,11
"for being on",1,0,2
"for being one",1,0,1
"for being so",7,0,6
"for being such",5,0,9
"for being the",4,0,5
"for being there",2,0,2
"for being too",2,0,1
"for believing in",1,0,1
"for best actor",1,0,1
"for best results",2,1,0
"for better or",1,0,2
"for better ways",1,0,1
"for bits that",1,0,1
"for both of",7,0,7
"for both teams",1,0,2
"for boys and",3,1,0
"for breakfast and",2,0,2
"for breakfast at",1,0,2
"for breakfast lunch",2,0,4
"for breast cancer",1,0,1
"for building a",1,1,1
"for business and",1,0,1
"for business in",0,1,1
"for business or",1,0,2
"for businesses and",1,2,0
"for businesses to",0,1,1
"for but i",2,0,1
"for but it's",1,0,1
"for but one",1,0,1
"for casting director",1,0,1
"for certain that",1,0,1
"for change in",1,1,1
"for charter schools",1,0,1
"for checking in",1,0,5
"for checking it",1,0,2
"for children agesto",1,1,0
"for children and",4,3,0
"for children in",0,1,1
"for children of",3,1,0
"for children who",1,1,0
"for christmas and",4,0,2
"for christmas i",1,0,4
"for cinco de",0,1,2
"for civil rights",1,0,1
"for class in",1,0,1
"for classes in",0,1,1
"for clean water",0,1,1
"for climate change",1,0,1
"for coach of",1,0,1
"for coca cola",1,0,1
"for coming to",0,1,12
"for comments on",1,0,1
"for companies that",1,1,0
"for congress to",1,1,0
"for consumers and",1,1,0
"for continuing to",1,0,2
"for contributing to",1,0,1
"for control of",1,1,1
"for creating a",3,1,0
"for crying out",1,0,1
"for dark shadows",1,0,2
"for days and",2,0,2
"for dealing with",3,1,1
"for dear life",1,0,2
"for decades the",2,1,0
"for dessert the",1,1,0
"for destruction of",1,0,1
"for details go",1,1,0
"for details on",1,0,5
"for details to",1,0,1
"for different folks",1,0,1
"for dinner and",10,0,2
"for dinner at",2,0,1
"for dinner for",1,0,1
"for dinner i",1,0,1
"for dinner last",1,0,1
"for dinner or",1,0,1
"for dinner tomorrow",1,0,1
"for dinner tonight",2,0,5
"for dinner we",2,0,1
"for dinner which",3,0,1
"for disease control",4,1,0
"for disney world",1,0,1
"for doing so",2,0,1
"for doing the",1,0,2
"for doing this",4,0,4
"for doing what",2,1,1
"for drinks and",1,0,1
"for driving under",1,1,0
"for each of",9,1,0
"for each one",1,1,0
"for each other",8,1,2
"for earth day",1,1,2
"for economic development",1,2,0
"for educational purposes",1,0,1
"for el paso",1,0,1
"for engaging in",2,1,0
"for equality and",1,0,1
"for even a",3,0,1
"for even more",1,0,1
"for even the",0,1,1
"for ever and",2,0,1
"for every day",1,0,2
"for every one",3,1,0
"for every ounce",1,0,1
"for every season",0,1,1
"for every single",2,2,1
"for every time",2,0,5
"for everyone else",1,0,3
"for everyone i",2,0,1
"for everyone on",1,1,0
"for everyone to",3,0,4
"for everyone who",4,0,2
"for everything and",2,0,1
"for everything i",3,0,2
"for everything that",2,0,1
"for everything you",1,0,6
"for example a",4,3,0
"for example he",2,1,0
"for example how",1,1,0
"for example if",9,2,1
"for example is",1,0,1
"for example it",4,1,1
"for example let's",1,0,1
"for example or",1,1,0
"for example that",1,3,0
"for example the",8,8,0
"for excellence in",2,0,3
"for failing to",2,1,0
"for fall and",1,0,1
"for families and",1,0,1
"for family and",2,1,3
"for family members",1,0,1
"for fans of",5,0,1
"for fast food",1,0,1
"for fear of",8,0,3
"for federal student",1,0,1
"for feeling that",1,1,0
"for fifteen minutes",1,1,0
"for film and",1,0,1
"for film tv",1,0,1
"for finding the",1,0,1
"for first time",4,0,3
"for fish and",1,1,0
"for five minutes",2,0,1
"for food truck",0,1,1
"for forty years",1,0,1
"for four days",1,0,2
"for four seasons",1,1,0
"for four weeks",1,1,0
"for four years",8,2,0
"for free and",6,0,2
"for free at",1,0,3
"for free just",0,1,2
"for free or",0,1,1
"for free to",1,1,2
"for free you",1,0,2
"for friends and",3,0,1
"for friends to",1,0,1
"for fun and",2,0,2
"for fun i",2,0,1
"for fun not",1,1,0
"for fun of",1,0,1
"for fund raising",1,1,0
"for future reference",2,0,2
"for future success",1,0,1
"for garnish and",1,1,0
"for getting a",1,0,2
"for getting back",1,1,4
"for getting me",1,0,6
"for getting one",1,0,1
"for getting the",0,2,5
"for getting to",1,0,1
"for giving me",6,0,5
"for giving us",4,0,6
"for global warming",1,2,0
"for god's sake",1,0,1
"for god and",1,0,2
"for god to",5,0,2
"for good i",1,0,1
"for good measure",5,0,2
"for good or",1,0,2
"for good reason",1,1,0
"for good tv",1,0,1
"for good weather",1,0,1
"for half an",3,0,2
"for half off",1,0,1
"for half the",5,0,1
"for halloween this",1,0,1
"for hanging out",1,0,4
"for having a",4,0,5
"for having an",0,1,1
"for having gone",1,0,1
"for having me",2,0,12
"for having my",1,0,2
"for having one",1,0,1
"for having such",1,0,1
"for he cares",1,0,1
"for he is",3,0,1
"for he was",3,1,0
"for health and",1,1,0
"for health care",0,1,2
"for health insurance",1,1,0
"for heaven's sake",2,0,1
"for help to",2,1,0
"for help with",1,1,1
"for helping to",1,0,3
"for her album",0,1,1
"for her and",14,1,1
"for her as",2,0,1
