"","blog.txt","news.txt","twitter.txt"
"let me know what you think",8,0,14
"let me tell you what i",1,1,0
"let the chips fall where they",1,0,1
"let us know what you think",2,0,11
"let you know how that goes",1,0,1
"letting the bush era tax cuts",1,1,0
"licks does it take to get",1,0,1
"life's challenges are not supposed to",1,0,1
"life's failures are people who did",1,0,1
"life would be like if i",1,0,1
"light at the end of the",1,0,3
"like a good idea at the",1,0,1
"like a lady think like a",1,0,1
"like it's going to be a",1,0,2
"like to thank you all for",1,0,1
"like to think of them as",1,0,1
"listen to what i have to",1,0,1
"live on the other side of",0,1,1
"look forward to seeing you in",1,0,2
"look in the mirror and see",1,0,1
"looking forward to another year of",1,0,1
"looking forward to catching up with",1,0,1
"looking forward to seeing you at",1,0,2
"looks like it's going to be",1,0,1
"looks like it is going to",1,0,1
"lot of catching up to do",1,0,1
"lucky i am to have such",1,0,1
"make a difference in this world",1,0,1
"make a lot of people uncomfortable",1,0,1
"make it to the other side",0,1,1
"make sure that we have the",1,1,0
"make sure to check out the",2,0,1
"make up for it on the",1,1,0
"makes me feel like i'm going",1,0,1
"makes me want to be a",1,0,2
"many licks does it take to",1,0,1
"many of life's failures are people",1,0,1
"many thanks go out to all",1,0,1
"marriage is between a man and",0,1,1
"matter how hard you try to",1,0,1
"may or may not be a",1,0,1
"me and let me know if",1,0,1
"me but i did get a",1,0,1
"me in such a good mood",1,0,1
"me know if there is anything",1,0,1
"me know if you'd like to",1,0,1
"me know if you have any",2,0,1
"me know what you think about",1,0,1
"me know what you think of",1,0,3
"me look at me look at",1,0,2
"me the serenity to accept the",1,0,1
"me what you think of my",1,0,1
"mean the world to me if",1,0,3
"meaning of life the universe and",1,0,1
"merry christmas and happy new year",1,0,2
"minutes or until the center is",1,1,0
"more commonly referred to as the",1,0,1
"most if not all of the",1,1,0
"most powerful men in the world",1,0,1
"mother's day from all of us",1,0,2
"mothers day to all of the",1,0,1
"much to do and so little",1,0,2
"must be accompanied by an adult",1,1,0
"my favorite books of all time",1,0,1
"my mom's side of the family",2,0,1
"my my my my my my",2,0,3
"national committee chair debbie wasserman schultz",1,0,1
"need all the help we can",1,0,1
"need to do a better job",1,0,1
"need to get back in the",1,0,1
"need to get out of my",1,0,1
"need to get out of this",1,0,1
"need to make a trip to",1,0,1
"need to spend more time with",1,1,0
"needs to be looked at is",1,0,1
"needs to do a better job",1,1,0
"never been a huge fan of",2,0,1
"never never never never give up",1,0,1
"never worked a day in her",0,1,1
"new york state comptroller thomas dinapoli",1,1,0
"no matter how hard you try",1,0,1
"no no no no no no",2,0,3
"no one can be mad at",1,0,1
"nobody said it would be easy",1,0,1
"not an easy thing to do",1,0,1
"not at all the same as",1,0,1
"not be anxious about tomorrow for",1,0,1
"not even going to attempt to",1,0,1
"not going to be able to",2,1,3
"not supposed to paralyze you they're",1,0,1
"not sure what it is about",1,0,1
"not sure what to do about",1,0,1
"not that i don't want to",1,0,1
"not that there's anything wrong with",1,0,1
"not the end of the world",1,1,0
"not to be confused with the",1,0,1
"nothing but the best for you",0,1,1
"now all i can do is",1,0,1
"now but at the same time",1,0,1
"now i'm going back to bed",1,0,1
"now if you'll excuse me i",1,0,1
"now is the perfect time to",1,1,0
"now that i think about it",1,0,2
"now what am i supposed to",1,0,1
"of appeals for the second circuit",1,1,0
"of course we all know that",1,1,0
"of life's failures are people who",1,0,1
"of life the universe and everything",1,0,1
"of my favorite things to do",1,0,1
"of our lady of mount carmel",1,1,0
"of the best films in the",1,1,0
"of the best films of the",0,1,1
"of the big reasons for the",1,0,1
"of the first decade of the",1,1,0
"of the first half of the",1,1,0
"of the most powerful men in",1,0,1
"of the news of the world",1,1,0
"of the rest of my life",2,0,2
"of the rest of the day",1,1,0
"of the us fish and wildlife",1,1,0
"of the world is the same",1,0,1
"of the year so far with",1,1,0
"of what you don't want to",1,0,1
"off the face of the earth",1,0,1
"old and in with the new",1,0,1
"older i get the more i",1,0,1
"on a baking sheet and bake",2,1,0
"on a life of its own",1,0,1
"on a wild pitch for the",0,1,1
"on in my life right now",1,0,2
"on less than 2 a day",1,0,1
"on my to do list for",1,0,1
"on my to read list for",1,0,1
"on my way home from work",1,0,1
"on the hottest day of the",1,0,1
"on the left side of my",1,0,1
"on the main page of the",1,0,1
"on the other side of the",11,3,3
"on the part of the city",1,1,0
"on the phone and it was",1,1,0
"on the right side of the",1,1,0
"on the side of the road",5,0,2
"on the way home from a",1,0,1
"on to the next phase of",1,1,0
"once a cheater always a cheater",1,0,1
"once in a lifetime opportunity to",1,1,0
"once upon a time there was",2,0,1
"one of my all time favorite",2,0,1
"one of my all time favorites",1,0,3
"one of my favorite places to",1,0,1
"one of my favorite things to",1,0,1
"one of the best films of",0,1,1
"one of the best pieces of",1,0,2
"one of the best ways to",0,1,3
"one of the big reasons for",1,0,1
"one of the first to get",1,0,1
"one of the most amazing things",2,0,1
"one of those things you can",1,0,1
"ones are going to be in",1,1,0
"only a few more days to",1,0,1
"only a matter of time before",5,1,2
"only thing left to do is",0,1,1
"only thing we have to fear",1,0,1
"or as in the case of",1,1,0
"or do you want to be",1,0,1
"or until the center is set",1,1,0
"out in the middle of the",2,0,1
"out on the best part of",1,0,1
"out with the old and in",1,0,1
"over a longer period of time",1,1,0
"over and over and over and",5,0,1
"over the course of the year",2,1,0
"own bags to the grocery store",1,1,0
"paralyze you they're supposed to help",1,0,1
"people i have come to know",1,0,1
"picking up the phone and calling",1,0,1
"place the pan over medium heat",1,1,0
"please for the love of god",1,0,2
"please let me know if i",1,0,1
"please let me know if you",2,0,4
"point me in the right direction",1,0,1
"popping up all over the place",1,0,1
"proof that god loves us and",1,0,1
"put too much pressure on myself",1,1,0
"puts me in a good mood",1,0,3
"puts me in such a good",1,0,1
"quiet voice at the end of",1,0,1
"read the rest of the series",1,0,1
"really going to have to get",1,0,1
"really looking forward to it on",1,0,1
"really that much of a difference",1,0,1
"registration is now open for the",1,0,1
"remember a time when i didn't",1,0,1
"rock and roll hall of fame",0,2,4
"sad to see him go but",1,0,1
"same couples should be able to",1,0,5
"same thing over and over again",1,0,1
"saved the day for us and",1,0,1
"school year is coming to an",1,0,1
"see i'm not the only one",1,0,1
"see what the buzz is all",1,0,1
"see what you come up with",1,0,1
"seemed like a good idea at",1,0,1
"serenity to accept the things i",1,0,1
"should be a lot of fun",1,0,1
"should be able to get married",1,0,5
"single in the bottom of the",0,1,1
"so blessed to have her in",1,0,1
"so glad you had a good",1,0,1
"so i'm going to have to",1,0,1
"so i can get everything done",0,1,1
"so i guess it's too late",1,0,1
"so i have a lot of",1,0,1
"so if you are looking for",1,0,1
"so it's not a big deal",1,0,1
"so it's up to me to",1,1,0
"so let me know if you",1,0,1
"so much to do and so",1,0,2
"so stay tuned and thank you",1,0,1
"so that you can get the",1,0,1
"so we can check it out",1,0,1
"so you don't have to go",1,0,1
"some of the best films in",1,1,0
"somebody that i used to know",1,0,6
"someone who knows all about you",1,0,1
"song somebody that i used to",1,0,1
"spend a lot of money on",1,0,1
"spent a little too much time",1,0,1
"spent the rest of the day",1,0,1
"step out of my comfort zone",1,0,1
"still feel the same about him",1,0,1
"still have a long way to",2,0,1
"success is going from failure to",1,0,1
"sufficient for the day is its",1,0,1
"sunday is a day of rest",1,0,1
"supposed to help you discover who",1,0,1
"supposed to paralyze you they're supposed",1,0,1
"take it to the next level",1,0,1
"take the time to get to",1,0,2
"take time out of your day",2,0,1
"take your game to the next",1,0,1
"takes a lot less time to",1,0,1
"taking it one day at a",1,0,1
"tell me what you think of",1,0,1
"tell you how much i love",1,0,1
"terrible horrible no good very bad",2,0,2
"than it was five years ago",1,0,1
"thank you for all of the",2,0,2
"thank you for sharing this with",1,0,1
"thank you for stopping by and",1,0,2
"thank you for your kind words",1,0,2
"thank you so much for your",1,0,9
"thank you so much to everyone",1,0,2
"thank you thank you thank you",1,0,5
"thank you to all of my",1,0,1
"thank you to all that took",1,0,1
"thank you to all those who",1,0,2
"thank you to everyone for your",1,0,1
"thanks for taking the time to",2,0,1
"thanks to all of you who",2,0,1
"that's all there is to it",1,0,1
"that's all well and good but",1,0,1
"that's what i was trying to",1,0,1
"that came out to support the",1,0,1
"that has nothing to do with",1,0,1
"that has to do with the",1,1,1
"that have to do with me",1,0,1
"that i or anyone else would",1,1,0
"that is the beauty of a",1,0,1
"that is very nice of you",1,0,1
"that made me laugh out loud",1,0,1
"that one i will have to",1,0,1
"that there's anything wrong with that",1,0,1
"that there is no such thing",1,1,1
"that they will continue to be",1,1,0
"that was supposed to be a",1,0,1
"that we should be able to",1,0,1
"that we will be able to",1,1,0
"that you would like to see",2,0,1
"the 138th running of the kentucky",1,0,1
"the 3rd season of one tree",1,0,1
"the beginning of the school year",1,1,0
"the best cook in the world",1,0,1
"the best part is when you",1,0,1
"the best talent in the world",1,0,1
"the better part of a year",1,1,0
"the change you wish to see",1,0,2
"the devil is in the details",3,1,0
"the end of the day i",6,1,0
"the end of the day it's",2,0,1
"the end of the day saying",1,0,1
"the end of the day we",2,0,1
"the end of the day you",2,0,1
"the end of the month but",1,0,1
"the end of the year i",1,0,1
"the fact of the matter is",1,0,1
"the first day of the rest",1,0,1
"the first round of the playoffs",1,0,1
"the first thing that came to",2,0,1
"the first time in a long",2,0,2
"the first time in a while",1,0,1
"the first time in my life",3,0,3
"the front page of the new",1,1,0
"the girl with the dragon tattoo",1,0,3
"the good the bad and the",1,0,1
"the happiness project by gretchen rubin",1,1,0
"the history of rock and roll",1,0,1
"the last book i read was",1,0,1
"the last thing i want to",1,0,1
"the leadership conference of women religious",1,1,0
"the list goes on and on",3,1,0
"the love of my life i",1,0,1
"the main page of the website",1,0,1
"the march on washington in 1963",1,0,1
"the middle of the night to",3,0,1
"the most beautiful time of year",1,1,0
"the most powerful men in the",1,0,1
"the national federation of the blind",1,0,1
"the national oceanic and atmospheric administration",1,1,0
"the new york times reports that",1,1,0
"the news of the world and",1,1,0
"the next time you decide to",1,0,1
"the old and in with the",1,0,1
"the older i get the more",1,0,2
"the only good thing about this",1,0,1
"the only thing left to do",0,1,1
"the only thing we have to",1,0,1
"the opportunity to work with the",1,1,0
"the other end of the spectrum",1,1,0
"the other side of the highway",1,1,0
"the other side of the pond",1,0,1
"the other side of the room",1,1,0
"the other side of the world",3,1,0
"the pan over medium heat and",1,1,0
"the people who were trying to",1,0,1
"the quiet voice at the end",1,0,1
"the rest of the day it",1,1,0
"the rest of the world that",1,0,1
"the right thing to do is",1,0,1
"the road to is paved with",1,0,1
"the rock and roll hall of",0,2,1
"the same thing over and over",3,0,1
"the serenity to accept the things",1,0,1
"the story you are about to",1,0,1
"the street we are thankful for",1,0,1
"the terrible horrible no good very",1,0,1
"the things we do for love",1,0,1
"the time to get to know",1,0,2
"the truth of the matter is",1,1,0
"the truth will set you free",2,0,2
"the us court of appeals for",1,1,0
"the us fish and wildlife service",1,2,0
"the valley of the shadow of",1,0,1
"the way you live your life",1,0,1
"the world is going to end",1,0,1
"there's been a lot of talk",0,1,1
"there's going to be a lot",1,1,0
"there anything you would like to",1,0,1
"there are a lot of people",2,0,1
"there are still a lot of",2,1,0
"there are two types of people",1,0,1
"there have been a lot of",2,1,1
"there is a huge difference between",1,0,1
"there is anything i can do",1,0,1
"there is no doubt that the",1,0,1
"there is no end to the",1,0,1
"there is no such thing as",5,0,6
"there is nothing either good or",1,0,1
"there is nothing in the world",1,0,1
"there is nothing you can do",1,0,1
"there is still hope for the",0,1,1
"there may or may not be",1,0,1
"there was anything he could do",1,0,1
"there will be a lot of",2,0,2
"therefore do not be anxious about",1,0,1
"they're supposed to help you discover",1,0,1
"they were to success when they",1,0,1
"thing a father can do for",1,0,1
"thing that came to my mind",1,0,1
"thing we have to fear is",1,0,1
"think i am the only one",1,0,1
"think it's fair to say that",4,1,0
"think it would be a good",2,0,1
"think same couples should be able",1,0,2
"think that i shall never see",1,0,1
"think there was a bit of",1,0,1
"this is a great way to",1,0,1
"this is going to be a",2,2,8
"this is going to be the",2,0,1
"this is how it should be",1,0,1
"this is just the beginning of",2,0,1
"this is not to say that",5,1,0
"this is the best time of",1,0,1
"this is the first i've heard",1,0,1
"this is the first time i",2,0,1
"this is the last day of",1,0,1
"this is the part of me",2,0,1
"this is the part of the",1,1,0
"this is what happens when you",2,1,1
"this is where you want to",1,1,0
"this time last year i was",2,0,1
"thought i would let you know",1,0,1
"thought it would be nice to",2,0,1
"three quarters of the way through",1,1,0
"time out of your day to",1,0,2
"time to get out of their",1,1,0
"time to head back to the",1,0,1
"to accept the things i cannot",1,0,1
"to all of the moms out",1,0,1
"to announce the launch of the",1,0,1
"to announce the winner of the",1,0,1
"to attract a certain kind of",1,0,1
"to be a part of a",1,0,1
"to be a part of it",1,0,2
"to be a part of the",4,0,2
"to be a part of this",1,0,3
"to be able to deal with",1,0,1
"to be able to look back",1,0,1
"to be looked at is the",1,0,1
"to be on the safe side",1,0,1
"to be one of the best",1,0,1
"to be one of the most",6,0,1
"to bed at a decent time",1,0,1
"to believe that i am a",1,0,1
"to change the things i can",1,0,1
"to do a better job of",2,1,1
"to do and so little time",1,0,2
"to do exactly the same thing",1,0,1
"to do it again and again",1,0,1
"to do it all over again",1,0,1
"to do whatever it takes to",1,1,0
"to err on the side of",1,1,0
"to figure out how to frame",1,0,1
"to figure out how to get",1,0,2
"to figure out how to make",1,0,1
"to find a way to get",2,2,0
"to get a closer look at",1,0,1
"to get away from the city",1,0,1
"to get back into the habit",1,0,1
"to get back into the swing",1,0,1
"to get my mind off of",1,0,1
"to get on the road again",1,0,1
"to get out of the house",2,0,1
"to get out of the way",1,0,1
"to get the best out of",1,0,1
"to get up close and personal",1,0,1
"to go to bed on a",1,0,1
"to go to the gym tomorrow",1,0,1
"to hang out with some friends",1,0,1
"to have a sense of humor",1,0,1
"to have to find a way",1,0,1
"to hear from you what do",1,0,1
"to help you discover who you",1,0,1
"to keep the dream alive and",1,0,1
"to know how much i love",1,0,1
"to listen to what i have",1,0,1
"to live in a world where",1,0,2
"to live in the past and",1,1,0
"to make a lot of people",1,0,1
"to make the best out of",1,1,0
"to me i have never been",1,1,0
"to me i just want to",1,0,1
"to move on to the next",1,0,1
"to my mom on the phone",1,0,1
"to paralyze you they're supposed to",1,0,1
"to prevent a crust from forming",1,1,0
"to read the rest of the",1,0,1
"to say a huge thank you",1,0,1
"to see if any of my",1,0,1
"to see if i can find",1,0,1
"to see if i could get",2,0,1
"to see the world through the",1,0,1
"to see what was going on",1,0,1
"to see what you come up",1,0,1
"to see you at the show",1,0,1
"to spend more time in the",1,0,1
"to spend the rest of your",1,0,1
"to start off the new year",1,0,1
"to stay just ahead of the",1,1,0
"to step out of my comfort",1,0,1
"to tell me how much i",1,0,1
"to the back door of the",1,1,0
"to the best of our ability",1,1,0
"to the center of the universe",1,0,1
"to the city that never sleeps",1,0,1
"to the conclusion that we are",1,0,1
"to the other side of the",5,1,1
"to the rest of the world",1,0,1
"to the top of the hill",1,0,1
"to think of a way to",2,0,1
"to those who believe in the",1,0,1
"to watch a movie on netflix",1,0,1
"to what i have to say",1,0,1
"to where i need to be",1,0,1
"to you but to me it",1,0,1
"today is the first day of",2,0,3
"today marks the last day of",1,0,1
"tomorrow for tomorrow will be anxious",1,0,1
"tomorrow will be anxious for itself",1,0,1
"too much for me to handle",2,0,2
"took a while for me to",1,0,1
"true if we have the courage",1,0,1
"trust me when i say that",1,0,1
"trying to come up with something",1,0,1
"trying to figure out how to",3,1,8
"trying to find the words to",1,0,1
"trying to keep up with the",1,1,1
"trying to stay just ahead of",1,1,0
"trying to think of a way",1,0,1
"two wrongs don't make a right",0,1,1
"unless i feel like i really",1,0,1
"until the end of the year",0,1,1
"up every once in a while",1,0,1
"up for the rest of the",1,0,1
"up in the middle of the",5,1,7
"upon a time there was a",2,0,1
"us at the end of the",1,0,1
"us court of appeals for the",1,1,0
"valley of the shadow of death",1,0,1
"very much a work in progress",1,1,0
"voice at the end of the",1,0,1
"wait to share them with you",1,0,1
"waited for an hour and a",1,0,1
"waiting for me when i get",1,0,1
"wake up in the middle of",1,1,2
"want to be able to make",1,1,0
"want to get out of my",1,0,1
"want to go to bed but",1,0,2
"want to live in a world",1,0,2
"want to live in the city",1,0,1
"want to make a difference in",1,0,1
"want to see in the world",1,0,2
"wanted to be part of the",0,1,1
"wanted to take a look at",1,0,1
"wants to be a part of",1,0,1
"was a waste of time and",1,0,2
"was all i could do to",1,0,1
"was born into a family of",1,1,0
"was brought to you by the",1,0,1
"was only a matter of time",1,0,1
"was supposed to be a special",1,1,0
"was the last day of my",1,0,1
"was the right thing to do",2,1,0
"was too good to be true",1,1,0
"way to start off the new",1,0,1
"we'd love to hear from you",1,0,2
"we are all in this together",1,0,1
"we are going to have a",2,0,2
"we are going to see the",1,0,1
"we are hoping to get up",1,0,1
"we are in the middle of",2,0,2
"we are one of the few",1,0,1
"we are so excited to be",1,0,1
"we are so excited to share",2,0,1
"we are so proud of you",1,0,1
"we are very excited about our",1,0,1
"we can't wait to see what",3,0,1
"we can find a way to",1,1,0
"we don't want to go back",1,0,1
"we find out who we are",1,0,1
"we get to see how crazy",1,0,1
"we had a good time talking",1,0,1
"we had a great time and",1,0,2
"we had a lot of fun",1,0,1
"we have the courage to pursue",1,0,1
"we have to fear is fear",1,0,1
"we hope you all enjoyed your",1,0,1
"we hope you had a wonderful",1,0,1
"we look forward to seeing you",1,0,4
"we need all the help we",1,0,1
"we need to talk about kevin",3,0,1
"we want to hear from you",1,0,1
"we want to make sure that",1,1,0
"we would love to have you",1,0,1
"we would love to see you",3,0,1
"week which is a good thing",1,0,1
"well behaved women seldom make history",1,0,1
"were to success when they gave",1,0,1
"what a great way to start",1,0,3
"what a relief it is to",1,0,1
"what all the fuss is about",1,0,1
"what am i going to do",1,0,1
"what am i supposed to do",2,0,2
"what are some of your favorite",1,0,2
"what are we going to do",1,0,1
"what are you doing this weekend",1,0,3
"what are you going to do",1,0,2
"what are you looking forward to",1,0,2
"what comes to mind when i",1,0,1
"what did you do with it",1,0,1
"what do i have to do",0,1,2
"what do i need to do",1,0,2
"what do you need help with",1,0,1
"what do you think about the",3,0,4
"what do you think is the",1,0,2
"what do you want me to",3,0,1
"what do you want to do",1,0,1
"what does that have to do",2,0,2
"what i have to do and",1,0,1
"what i say is not what",1,0,1
"what i want to do but",1,0,1
"what i want to do when",1,0,1
"what i want to know is",2,0,1
"what i was trying to convey",1,0,1
"what i was trying to say",1,0,1
"what is being done to him",1,0,1
"what is the world coming to",1,0,1
"what is wrong with these people",1,0,1
"what it is you want to",1,0,1
"what it means to be human",1,0,1
"what it takes to be the",1,0,1
"what it was like to live",1,0,1
"what it would be like to",2,0,1
"what life would be like if",1,0,2
"what the am i going to",1,0,1
"what the buzz is all about",1,0,1
"what the do you think you're",1,0,1
"what the heck does that mean",1,0,1
"what to do with my hair",1,0,1
"what was supposed to be a",1,1,0
"what we have to do and",1,1,0
"what would turn out to be",1,1,0
"what would you like to see",1,0,3
"what you are doing is not",1,0,1
"what you do and if you",1,0,1
"when are you going to do",1,0,1
"when i first heard of the",1,0,1
"when i was a little girl",1,0,1
"when i was in high school",2,0,1
"when is the last time we",1,0,1
"when is the last time you",1,0,1
"when was the last time you",5,0,5
"whether they know it or not",1,0,1
"white house press secretary jay carney",1,1,0
"who came to the united states",1,1,0
"who can come up with the",1,0,1
"who do you think would win",0,1,1
"who i am and no one",1,0,1
"who knows all about you and",1,0,1
"who saved the day for us",1,0,1
"who would you like to see",0,1,2
"why do i always have to",1,0,1
"why is it so hard to",1,0,2
"why would you do that to",1,0,1
"will always be a part of",0,1,1
"will be anxious for itself sufficient",1,0,1
"will be interesting to see how",1,0,1
"will be interesting to see what",2,1,1
"will be more than happy to",1,0,1
"wish i could get a picture",1,0,1
"wish to see in the world",1,0,2
"with as many people as you",1,0,1
"with the old and in with",1,0,1
"woke up in the middle of",1,0,2
"word on the streets is that",1,0,1
"worked a day in her life",0,1,1
"would be a dream come true",1,0,1
"would be great if you can",1,0,1
"would be more than happy to",1,1,1
"would have been none the wiser",1,0,1
"would have done the same thing",1,0,1
"would have them do to you",0,1,1
"would like to invite you to",1,0,2
"would like to know more about",1,0,2
"would make the perfect gift for",1,0,1
"wouldn't have been the same without",0,1,1
"wouldn't have it any other way",1,0,2
"year is coming to an end",1,0,1
"you're not a part of it",1,0,1
"you all had a great week",1,0,1
"you all have a great weekend",1,0,2
"you already know what it is",1,0,1
"you are going to have to",2,0,2
"you are the only person on",1,0,2
"you are well aware of the",1,0,1
"you can never go wrong with",1,0,2
"you don't even have to ask",1,0,1
"you don't have to be a",3,0,2
"you don't have to tell me",1,0,1
"you don't succeed try try again",0,1,1
"you don't want to miss out",1,0,1
"you for your kind words and",1,0,1
"you get what you pay for",1,0,1
"you have any questions please feel",1,0,1
"you have no idea how happy",1,0,1
"you have no idea how much",2,0,2
"you have no idea what you",2,0,1
"you have to hand it to",0,1,1
"you haven't figured it out yet",1,0,1
"you know it's not a good",1,0,1
"you know what i'd like to",2,0,1
"you know what they say about",1,0,1
"you love what you are doing",1,0,2
"you they're supposed to help you",1,0,1
"you will be able to view",1,0,1
"you will find yourself one day",1,1,0
"you wish to see in the",1,0,2
"you would have them do to",0,1,1
"you would like to see in",1,0,1
"you would need to change your",1,0,1
"your game to the next level",1,0,1
"yourselves it is the gift of",1,0,1
