"","blog.txt","news.txt","twitter.txt"
"comfortable that",1,1,0
"comfortable there",1,1,0
"comfortable to",1,0,2
"comfortable when",1,0,1
"comfortable with",27,2,3
"comforting to",4,0,1
"comfy and",2,0,1
"comfy chair",1,0,1
"comfy to",1,0,2
"comic book",17,0,4
"comic books",3,0,1
"comic con",0,1,6
"comic relief",1,0,1
"comics and",1,0,2
"comics i",1,0,1
"comin' up",1,0,1
"comin back",1,0,6
"coming a",1,1,0
"coming across",1,1,0
"coming alive",1,0,2
"coming all",1,0,1
"coming along",5,0,15
"coming and",12,2,10
"coming around",4,0,1
"coming at",3,1,3
"coming attraction",0,1,1
"coming away",1,0,1
"coming back",38,4,48
"coming before",1,0,1
"coming but",5,0,3
"coming by",2,0,4
"coming days",8,2,1
"coming don't",1,0,2
"coming down",10,1,14
"coming fast",1,0,2
"coming for",7,0,14
"coming from",60,7,25
"coming here",3,0,1
"coming home",10,1,21
"coming i",5,0,2
"coming in",24,6,38
"coming into",11,1,7
"coming it",1,0,1
"coming late",1,0,2
"coming months",9,3,0
"coming next",1,0,8
"coming of",12,1,5
"coming off",2,5,4
"coming on",7,1,9
"coming or",0,1,3
"coming out",40,1,80
"coming over",5,0,5
"coming round",1,0,2
"coming saturday",2,0,1
"coming so",2,0,1
"coming soon",8,0,78
"coming the",1,1,0
"coming their",1,0,1
"coming this",1,0,10
"coming through",4,0,4
"coming thursday",1,0,1
"coming to",59,5,166
"coming today",1,0,2
"coming together",5,1,16
"coming tomorrow",1,0,4
"coming true",3,0,1
"coming tuesday",1,0,1
"coming up",42,7,92
"coming very",1,0,4
"coming weekend",2,0,3
"coming weeks",7,3,4
"coming with",2,0,5
"coming year",2,1,1
"coming years",1,1,0
"coming you",1,0,1
"coming your",4,0,5
"command and",1,1,0
"command center",1,1,2
"command for",1,1,0
"command of",8,2,0
"command to",1,0,1
"commander in",4,1,0
"commander of",4,1,0
"commands and",3,1,0
"commands of",1,0,1
"commemorate the",2,3,1
"commemorates the",1,1,0
"commence the",1,0,1
"commencement address",1,0,1
"commencing the",1,0,1
"comment a",1,0,2
"comment about",6,0,1
"comment always",1,0,1
"comment and",13,1,5
"comment below",5,0,1
"comment but",3,0,1
"comment from",3,1,5
"comment i",5,0,5
"comment if",1,1,1
"comment in",5,0,3
"comment of",1,0,1
"comment on",47,9,15
"comment or",2,0,1
"comment regarding",1,1,0
"comment saying",1,1,0
"comment section",2,0,1
"comment that",9,1,1
"comment to",6,1,2
"comment when",1,0,1
"commentary by",1,0,2
"commentary from",1,0,1
"commentary on",7,0,5
"commented on",6,0,5
"commenting on",8,0,2
"comments about",8,0,1
"comments and",12,1,6
"comments are",8,0,2
"comments because",1,0,1
"comments for",2,0,2
"comments from",6,2,3
"comments i",10,0,3
"comments in",3,0,1
"comments it's",1,1,0
"comments like",1,0,1
"comments made",2,1,3
"comments on",19,3,12
"comments or",2,0,2
"comments regarding",1,0,1
"comments saying",0,1,1
"comments section",6,1,3
"comments that",3,2,0
"comments the",1,0,1
"comments to",5,1,2
"comments were",4,0,1
"commerce and",3,1,0
"commerce city",0,1,1
"commerce clause",3,3,0
"commerce department's",1,1,0
"commerce in",0,1,1
"commercial and",3,0,2
"commercial auditions",1,0,1
"commercial break",1,0,3
"commercial during",1,0,3
"commercial for",0,1,2
"commercial from",1,0,1
"commercial property",4,1,1
"commercial though",1,0,1
"commercial was",1,0,1
"commercial with",1,0,9
"commercials and",5,0,1
"commercials but",1,0,1
"commercials for",1,0,4
"commercials have",1,0,1
"commercials i",1,0,1
"commission and",5,2,0
"commission for",3,0,1
"commission i",1,0,1
"commission is",3,0,1
"commission of",5,2,0
"commission on",2,0,2
"commission the",2,1,0
"commission to",1,0,1
"commission was",1,1,0
"commissioned by",3,3,0
"commissioned for",1,0,2
"commissioned officer",1,1,0
"commissioned to",1,1,0
"commissioner robert",1,1,0
"commit murder",0,1,1
"commit suicide",4,0,1
"commit to",12,0,10
"commitment and",3,1,0
"commitment from",1,1,0
"commitment in",1,1,0
"commitment is",2,0,1
"commitment to",24,7,7
"commitments are",3,1,0
"commits to",0,1,3
"committed by",7,0,1
"committed in",3,1,0
"committed suicide",4,2,6
"committed the",1,0,1
"committed to",18,11,15
"committee and",5,3,0
"committee but",1,1,0
"committee chair",1,0,1
"committee for",3,1,2
"committee has",1,2,3
"committee hearing",0,1,2
"committee hearings",1,1,0
"committee in",3,1,1
"committee is",1,1,1
"committee meeting",1,1,0
"committee met",1,1,0
"committee of",3,1,0
"committee on",6,2,2
"committee system",2,1,0
"committee that",3,0,1
"committee the",1,1,0
"committee to",4,4,1
"committee which",1,1,0
"committees to",1,1,0
"committing a",3,1,0
"committing suicide",1,0,1
"commodity as",1,0,1
"commodity prices",1,0,1
"common among",1,0,1
"common and",2,0,3
"common as",1,0,1
"common core",2,0,4
"common courtesy",1,0,1
"common denominator",1,2,2
"common enemy",1,0,1
"common for",4,0,1
"common goal",3,0,1
"common good",3,2,0
"common ground",1,2,1
"common household",1,0,1
"common in",8,3,2
"common interest",2,0,2
"common is",1,0,3
"common law",3,0,1
"common people",2,0,2
"common place",1,0,1
"common practice",3,0,1
"common problem",1,1,1
"common purpose",2,0,1
"common sense",17,1,15
"common than",1,2,0
"common that",1,1,0
"common to",10,0,1
"common with",8,2,1
"commonly known",1,1,0
"commonly referred",2,0,2
"commons and",1,0,1
"commons in",1,0,1
"communicate with",14,1,2
"communicating in",2,0,1
"communicating with",10,0,3
"communication and",10,1,2
"communication between",5,1,0
"communication but",1,0,1
"communication in",5,0,1
"communication is",5,2,2
"communication the",1,1,0
"communication with",3,1,2
"communications and",3,1,1
"communications in",1,0,1
"communications system",1,1,0
"communion this",1,0,1
"communist party",6,1,0
"communities and",3,3,4
"communities are",3,1,3
"communities in",7,1,0
"communities of",1,0,1
"communities the",1,1,0
"communities they",1,1,1
"communities to",2,2,0
"communities we",1,0,1
"communities will",1,0,2
"community and",26,3,2
"community are",4,1,0
"community based",3,0,3
"community benefits",1,0,1
"community building",3,0,1
"community center",2,2,3
"community centers",1,0,1
"community church",2,2,1
"community college",3,10,9
"community development",0,2,1
"community don't",1,0,1
"community engagement",2,0,1
"community even",3,0,1
"community for",3,1,3
"community foundation",1,0,1
"community has",3,1,1
"community health",3,0,2
"community i'm",1,0,1
"community if",1,0,2
"community in",8,3,4
"community is",6,2,4
"community it",2,2,0
"community it's",0,1,2
"community leaders",0,2,2
"community let's",1,0,1
"community members",3,1,2
"community needs",1,0,1
"community not",1,0,1
"community of",8,4,9
"community on",3,0,1
"community organization",1,0,1
"community organizing",1,0,1
"community said",1,1,0
"community schools",0,1,1
"community service",2,1,1
"community still",1,0,1
"community supervision",1,1,0
"community that",7,0,2
"community the",11,2,1
"community there",2,1,0
"community this",1,0,1
"community to",7,0,2
"community today",0,1,1
"community we",2,1,2
"community where",1,0,1
"community which",1,0,1
"community why",1,0,1
"community will",2,2,1
"community with",5,0,1
"community without",1,1,0
"community would",0,1,1
"commute i",1,0,1
"commute in",1,0,1
"commute to",1,0,1
"commuting by",1,1,1
"commuting to",1,0,1
"compact car",1,1,0
"companies also",1,1,0
"companies and",8,2,1
"companies are",8,1,5
"companies have",2,4,2
"companies in",6,3,3
"companies including",2,2,0
"companies like",4,1,2
"companies make",2,1,0
"companies on",0,1,1
"companies said",1,2,0
"companies should",1,0,1
"companies that",10,7,2
"companies the",4,3,0
"companies to",9,2,3
"companies under",1,1,0
"companies who",2,1,3
"companies will",2,1,2
"companies with",4,1,0
"companion and",3,1,0
"companion i",1,0,1
"company's annual",1,1,0
"company's headquarters",1,1,0
"company after",1,1,2
"company also",1,4,1
"company and",18,3,5
"company are",2,1,1
"company because",2,0,1
"company but",7,1,1
"company called",2,2,1
"company can",1,1,0
"company ceo",0,1,1
"company does",1,0,1
"company for",3,0,6
"company from",2,2,1
"company full",1,0,1
"company had",2,1,0
"company has",4,12,2
"company hired",0,1,1
"company i",5,0,1
"company i'm",1,0,1
"company in",10,8,3
"company instead",1,1,0
"company is",13,7,9
"company it",2,0,1
"company just",1,0,1
"company making",2,0,1
"company of",11,1,0
"company on",2,0,1
"company once",1,1,0
"company one",2,1,0
"company or",5,2,6
"company said",1,12,0
"company spokesman",1,1,0
"company that",13,6,6
"company the",5,1,1
"company there",1,1,0
"company they",5,1,0
"company to",7,1,9
"company used",1,1,0
"company was",8,6,0
"company website",1,1,1
"company where",3,0,1
"company which",7,2,1
"company will",3,0,1
"company with",6,2,0
"company would",1,3,1
"company you",1,0,6
"comparable to",10,0,1
"compare it",2,1,1
"compare notes",1,0,2
"compare that",1,1,0
"compare the",7,0,1
"compare them",1,0,1
"compare this",4,0,1
"compare to",1,1,3
"compare yourself",1,0,1
"compared it",2,0,1
"compared the",2,1,1
"compared to",59,5,39
"compared with",10,18,0
"compares to",1,0,2
"comparing it",1,0,2
"comparing the",2,2,0
"comparison and",1,1,0
"comparison is",2,0,1
"comparison to",16,2,3
"comparisons and",1,0,1
"compassion and",8,1,2
"compassion for",4,1,1
"compassion on",1,0,1
"compassion to",1,1,0
"compassionate heart",1,0,1
"compatible with",5,0,1
"compelled to",11,0,3
"compelling and",3,0,1
"compelling as",1,0,1
"compelling characters",1,0,1
"compelling first",1,0,1
"compelling vision",1,1,0
"compensate for",8,0,1
"compensation for",2,0,1
"compensation in",2,1,0
"compete against",1,0,1
"compete at",0,1,1
"compete for",3,1,3
"compete in",7,2,3
"compete the",1,1,0
"compete to",2,1,0
"compete with",10,3,6
"competing in",2,1,6
"competing parties",1,1,0
"competing with",3,1,0
"competition and",4,0,2
"competition between",2,0,1
"competition but",3,0,1
"competition for",5,3,5
"competition from",1,1,1
"competition i",4,1,1
"competition in",2,2,3
"competition is",3,3,6
"competition the",2,1,0
"competition this",1,1,5
"competition to",2,0,1
"competition we",1,0,1
"competition you",1,0,1
"competitive advantage",1,0,1
"competitive and",2,1,0
"competitive than",1,0,1
"competitors and",3,1,0
"competitors don't",1,0,1
"competitors in",1,1,0
"compile a",1,0,3
"compile your",1,0,1
"compiling a",1,0,2
"compiling records",1,1,0
"complacent in",1,1,0
"complain about",8,1,18
"complain and",1,0,1
"complain the",1,0,2
"complained about",5,1,0
"complained that",1,2,1
"complained to",1,0,1
"complaining about",11,0,12
"complaining on",2,0,2
"complaining to",1,0,1
"complains about",2,0,2
"complaint if",2,0,1
"complaint on",1,2,0
"complaints about",8,4,2
"complaints from",4,2,1
"complaints had",1,1,0
"complement the",2,1,0
"complete a",5,2,1
"complete all",2,0,1
"complete an",1,1,1
"complete and",16,2,5
"complete by",3,0,1
"complete confidence",1,0,1
"complete control",1,1,0
"complete coverage",1,0,1
"complete darkness",1,0,1
"complete failures",1,0,1
"complete guide",1,0,1
"complete i",3,0,2
"complete idiot",1,0,1
"complete inability",1,0,1
"complete it",1,0,1
"complete its",1,1,0
"complete lack",2,0,1
"complete listing",1,0,1
"complete my",3,0,2
"complete opposite",2,0,3
"complete our",2,0,1
"complete sets",1,0,2
"complete stranger",2,0,4
"complete the",18,2,5
"complete turn",1,0,1
"complete with",31,6,8
"complete without",4,0,2
"completed a",4,4,2
"completed and",3,2,0
"completed by",2,1,0
"completed he",1,1,0
"completed her",1,1,1
"completed in",6,0,1
"completed my",3,0,3
"completed project",1,0,1
"completed the",7,2,3
"completely amazing",1,0,1
"completely and",5,0,2
"completely at",2,0,1
"completely awesome",1,0,1
"completely before",1,0,1
"completely by",4,0,2
"completely different",28,1,8
"completely drunk",1,0,1
"completely dry",3,0,1
"completely finished",1,0,1
"completely for",4,1,1
"completely forget",1,0,1
"completely forgot",2,0,1
"completely forgotten",2,0,1
"completely gone",1,1,0
"completely ignores",1,0,1
"completely in",8,0,2
"completely insane",3,0,1
"completely irrelevant",1,0,1
"completely lame",1,0,1
"completely lost",1,0,3
"completely normal",1,0,1
"completely out",1,1,3
"completely random",1,0,1
"completely sold",1,0,1
"completely stop",1,0,1
"completely stupid",1,0,1
"completely understand",1,0,4
"completely unheard",1,0,1
"completely unrelated",1,0,1
"completely up",1,1,0
"completely useless",1,0,1
"completely with",3,1,3
"completely worth",1,0,1
"completely wrong",2,0,3
"completes a",2,2,1
"completes the",1,0,1
"completing a",1,2,2
"completing his",1,1,0
"completing the",7,0,2
"completion in",1,0,1
"complex and",10,2,0
"complex in",0,2,2
"complex is",1,1,0
"complex issue",1,0,1
"complex issues",0,1,2
"complex of",1,2,0
"complex than",2,1,0
"complex that",2,0,1
"complexities of",3,0,3
"compliance with",3,3,2
"complicate my",1,0,1
"complicate this",1,0,1
"complicated and",3,0,1
"complicated for",1,0,2
"complicated than",3,0,1
"complicated things",2,0,1
"complicated though",1,0,1
"complicated to",1,0,1
"complications from",1,1,0
"compliment the",3,0,1
"compliment to",2,0,1
"complimented the",0,1,1
"compliments on",1,0,2
"comply with",2,3,1
"complying with",1,2,0
"component of",5,4,4
"components of",5,0,1
"composed of",11,3,0
"composer and",1,0,1
"composing this",1,0,1
"composition of",3,0,1
"compositions and",1,0,1
"compound interest",1,1,1
"compounds in",0,1,1
"comprehend that",1,0,1
"comprehend what",1,1,0
"comprehensive and",2,0,1
"comprehensive study",1,1,0
"comprised of",7,1,1
"compromise is",1,1,0
"compromise to",1,2,0
"compromise when",1,0,1
"compromises and",1,1,0
"comptroller thomas",1,1,0
"compulsion to",2,0,1
"compulsive shopping",1,1,0
"computer a",2,0,1
"computer and",11,0,5
"computer are",1,0,1
"computer business",1,0,1
"computer but",1,1,1
"computer classes",1,0,1
"computer for",3,1,1
"computer game",2,1,1
"computer get",2,0,1
"computer guy",1,1,1
"computer hacking",1,0,1
"computer i",3,0,2
"computer is",3,0,10
"computer issues",1,0,2
"computer just",2,0,1
"computer keyboard",1,0,1
"computer off",1,0,1
"computer or",1,0,1
"computer paper",1,0,1
"computer program",3,1,0
"computer programs",1,0,1
"computer science",1,1,3
"computer screen",2,0,4
"computer screens",3,0,2
"computer skills",1,0,1
"computer so",5,0,2
"computer software",1,1,1
"computer the",1,1,0
"computer to",7,0,5
"computer when",2,0,1
"computer you",1,1,0
"computers and",3,2,0
"computers are",1,1,4
"computers but",1,1,0
"computers for",1,0,1
"computers in",2,0,3
"computers to",1,0,2
"computers we",1,0,1
"con in",1,0,1
"conan o'brien",1,0,1
"concede that",2,0,1
"conceived and",1,1,0
"conceived the",1,0,1
"concentrate more",1,0,1
"concentrate on",16,2,6
"concentrating on",6,0,1
"concentrations of",0,1,1
"concept and",6,0,1
"concept but",3,1,1
"concept for",1,0,1
"concept has",0,1,1
"concept i",1,1,1
"concept in",7,0,1
"concept is",6,1,1
"concept like",1,0,1
"concept of",47,1,6
"concept that",8,0,1
"concept to",5,2,1
"concepts and",1,0,1
"concepts at",1,0,1
"concepts for",1,0,1
"concepts i",1,0,1
"concern about",5,2,0
"concern and",6,2,0
"concern for",10,0,1
"concern has",1,1,0
"concern is",4,5,2
"concern over",2,1,0
"concern that",2,4,0
"concern with",3,0,1
"concerned about",32,8,9
"concerned and",4,1,0
"concerned at",1,0,1
"concerned by",1,0,1
"concerned citizens",1,0,3
"concerned for",2,0,1
"concerned that",11,5,2
"concerned they",1,1,0
"concerned to",3,0,1
"concerned with",16,2,4
"concerning the",16,1,1
"concerns about",9,10,4
"concerns and",3,1,1
"concerns i",1,1,1
"concerns in",2,2,0
"concerns of",3,1,0
"concerns over",3,1,0
"concerns such",1,1,0
"concerns that",1,4,0
"concerns you",3,0,1
"concert as",1,0,1
"concert at",2,1,6
"concert but",2,0,4
"concert ever",1,0,4
"concert for",1,0,3
"concert from",1,0,1
"concert hall",2,1,1
"concert has",1,0,1
"concert i",3,0,3
"concert in",2,0,15
"concert is",1,0,4
"concert of",1,1,0
"concert or",1,0,2
"concert so",1,0,1
"concert that",2,1,2
"concert the",1,0,1
"concert to",1,0,1
"concert was",3,0,3
"concert we",1,0,1
"concert will",1,0,2
"concert with",2,1,11
"concert would",1,0,1
"concerted effort",3,0,1
"concerts are",1,0,1
"concerts with",2,0,1
"concession could",1,1,0
"concise and",2,0,1
"conclude that",8,1,0
"concluded in",2,0,1
"concluded that",18,4,2
"concludes the",1,0,1
"concludes with",1,1,0
"conclusion at",1,1,0
"conclusion i",3,0,1
"conclusion is",4,1,0
"conclusion it",1,1,0
"conclusion that",12,3,3
"conclusion the",2,0,1
"conclusions of",1,1,0
"concocting a",1,1,0
"concoction of",1,1,0
"concrete for",1,1,0
"concrete jungle",2,0,1
"concrete slab",1,0,1
"concrete was",1,0,1
"condemned the",2,1,0
"condemning them",1,1,0
"condensed milk",7,1,0
"condensed version",1,0,1
"condition and",3,1,1
"condition is",0,1,1
"condition of",9,1,2
"condition only",1,0,1
"condition that",2,1,1
"condition the",1,0,1
"condition which",1,1,1
"condition with",1,2,0
"condition you",1,0,1
"conditioner i",1,0,1
"conditioner is",1,0,1
"conditions are",2,1,1
"conditions for",3,1,1
"conditions in",4,1,0
"conditions of",6,3,0
"conditions on",1,0,1
"conditions that",6,3,0
"conditions today",1,0,1
"conditions which",4,1,0
"condo and",2,0,1
"condo board",2,0,1
"condo is",0,1,1
"condolences to",0,1,4
"condoms that",1,0,1
"conduct a",6,4,1
"conduct an",1,1,0
"conduct and",0,2,1
"conduct of",6,1,0
"conduct them",1,1,0
"conduct with",1,0,1
"conducted a",4,0,1
"conducted by",4,3,1
"conducted in",2,2,0
"conducted the",2,1,0
"conducting a",4,0,1
"conducting research",1,0,1
"cone is",1,1,0
"cone of",1,0,2
"cones were",1,1,0
"coney island",3,0,2
"coney island's",1,0,1
"conf finals",1,0,1
"confederate army",3,0,1
"conference 2012",1,0,1
"conference and",2,0,2
"conference at",2,0,4
"conference attendees",2,0,1
"conference but",1,0,2
"conference call",3,4,9
"conference championship",0,1,1
"conference finals",0,1,3
"conference for",5,2,3
"conference he",0,1,1
"conference i",1,0,2
"conference in",7,2,18
"conference is",3,2,8
"conference next",0,1,1
"conference of",5,2,0
"conference on",5,4,8
"conference quarterfinals",0,1,1
"conference record",2,1,1
"conference room",1,1,4
"conference the",5,1,1
"conference they",1,0,1
"conference this",0,1,2
"conference tournament",2,2,2
"conference was",5,0,3
"conference which",2,1,0
"conference will",1,1,0
"conference with",3,3,2
"conference yesterday",1,0,1
"conferences and",5,0,1
"confess i",3,0,1
"confess i'm",1,0,1
"confessed he",1,0,1
"confessed to",5,1,0
"confesses to",1,1,0
"confession i",5,0,1
"confessions of",2,0,1
"confetti to",1,0,1
"confidence and",16,2,1
"confidence i",3,1,0
"confidence in",19,1,5
"confidence is",3,2,4
"confidence of",4,0,1
"confidence or",1,0,1
"confidence that",3,2,1
"confidence to",3,0,3
"confidence when",1,1,0
"confidence with",1,0,1
"confident and",8,0,1
"confident at",1,0,1
"confident i",1,1,1
"confident in",12,0,2
"confident she",1,1,0
"confident that",4,1,1
"confident the",1,1,0
"confidentiality and",1,1,0
"confined to",11,1,0
"confines of",6,1,0
"confirm anyone",0,1,1
"confirm that",8,0,2
"confirm the",5,1,1
"confirmation of",3,0,2
"confirmed for",1,1,2
"confirmed if",1,1,0
"confirmed it",1,0,3
"confirmed last",1,0,1
"confirmed that",6,1,2
"confirmed the",3,2,0
"confirmed we",1,0,1
"confirms my",1,0,1
"confirms that",4,0,1
"confirms the",1,0,1
"conflict between",3,1,0
"conflict it",3,0,1
"conflict of",2,1,2
"conflict the",4,1,0
"conflict with",5,2,2
"conflicts with",1,2,1
"confront the",5,1,0
"confront their",1,0,1
"confronted by",3,2,1
"confuse a",1,0,1
"confuse me",2,0,4
"confuse the",1,0,1
"confused about",5,0,3
"confused and",11,2,0
"confused as",4,1,2
"confused but",1,0,1
"confused by",3,1,5
"confused i",1,0,2
"confused on",2,0,4
"confused the",2,0,1
"confused this",1,0,1
"confused when",1,0,1
"confused with",6,0,2
"confusing at",1,0,1
"confusing but",1,1,1
"confusing now",1,0,1
"confusion and",10,1,1
"confusion i",1,0,1
"confusion of",3,0,1
"confusion over",1,0,1
"confusion that",1,0,1
"confusion we",1,1,0
"conga line",3,0,1
"congestion and",2,1,0
"congestive heart",1,2,0
"congrats on",2,0,107
"congrats to",6,0,163
"congrats we",1,0,1
"congratulations and",1,1,5
"congratulations by",1,0,1
"congratulations for",1,0,3
"congratulations i",1,0,2
"congratulations jeff",1,0,1
"congratulations on",3,0,21
"congratulations to",7,2,55
"congratulations you",5,0,5
"congregation is",1,1,0
"congress and",6,4,0
"congress approved",0,1,1
"congress for",1,1,1
"congress from",1,1,0
"congress has",1,3,0
"congress in",6,1,0
"congress is",2,1,1
"congress party",1,1,0
"congress that",1,1,0
"congress the",1,0,1
"congress to",5,2,2
"congress won't",1,1,0
"congressional black",0,1,1
"congressional budget",2,1,0
"congressional candidate",1,0,1
"congressional democrats",1,2,0
"congressional district",0,1,1
"congressional leaders",1,2,0
"conjunction with",9,1,3
"connect all",2,0,1
"connect and",3,0,4
"connect collaborate",1,0,1
"connect i",1,0,1
"connect in",1,0,4
"connect it",3,0,1
"connect the",4,0,1
"connect them",2,0,1
"connect to",5,0,9
"connect with",18,0,28
"connected on",0,1,2
"connected to",20,5,5
"connected we",2,0,1
"connected with",8,1,3
"connecting and",1,0,1
"connecting the",2,1,1
"connecting to",4,0,1
"connecting with",5,0,10
"connection and",4,0,1
"connection at",1,0,2
"connection between",12,1,1
"connection for",2,0,3
"connection here",1,1,0
"connection in",0,1,1
"connection on",1,1,0
"connection that",3,0,1
"connection the",1,0,1
"connection to",21,3,4
"connection with",13,7,2
"connections among",1,0,1
"connections that",1,0,2
"connections to",6,0,1
"connections with",6,0,1
"connectivity and",1,0,1
"connects with",0,1,3
"conquered by",2,0,2
"conquered the",2,0,2
"conscience and",3,0,1
"conscious about",2,1,0
"conscious and",6,0,1
"conscious choice",1,0,2
"conscious effort",1,0,1
"conscious mind",1,0,1
"conscious of",8,0,3
"conscious shopping",0,1,1
"conscious to",2,0,1
"consciously and",2,0,1
"consciousness of",6,0,1
"consecutive games",0,1,1
"consecutive losses",1,1,0
"consecutive win",0,1,1
"consensus but",1,1,0
"consensus of",2,1,0
"consensus on",1,0,2
"consent from",1,0,1
"consequence of",11,0,1
"consequences for",4,0,1
"consequences from",1,0,1
"consequences of",16,0,2
"consequences to",2,1,0
"conservation and",2,1,0
"conservatism and",1,1,0
"conservative and",5,2,1
"conservative ideals",0,1,1
"conservative movement",2,0,2
"conservative or",1,1,1
"conservative political",1,1,0
"conservative who",1,1,0
"conservatives who",1,0,1
"consider a",5,3,5
"consider adding",1,0,1
"consider an",2,0,2
"consider how",4,1,1
"consider it",5,3,10
"consider me",1,0,2
"consider moving",1,0,1
"consider my",4,0,1
"consider myself",5,0,2
"consider one",2,0,1
"consider our",2,0,2
"consider that",7,0,2
"consider the",23,2,2
"consider their",2,0,2
"consider them",2,1,1
"consider themselves",1,0,1
"consider these",1,1,0
"consider this",13,0,1
"consider what",3,0,1
"consider when",6,0,1
"consider with",0,1,1
"consider your",1,1,3
"consider yourself",1,0,1
"considerably less",2,1,0
"considerate of",1,0,1
"consideration in",1,1,0
"consideration the",3,1,0
"considered a",12,1,3
"considered an",4,0,2
"considered and",2,0,1
"considered as",5,0,1
"considered before",1,1,0
"considered by",4,0,1
"considered for",2,1,1
"considered illegal",1,0,1
"considered in",2,1,0
"considered it",2,0,1
"considered one",4,0,1
"considered so",2,0,1
"considered that",2,0,1
"considered the",9,2,3
"considered to",18,1,4
"considered too",3,2,0
"considered under",1,0,1
"considering a",3,0,3
"considering buying",0,1,2
"considering how",3,0,2
"considering i",5,0,3
"considering it",5,1,1
"considering it's",3,0,1
"considering other",1,1,0
"considering that",12,2,0
"considering the",20,1,7
"considering there",1,0,1
"considering they",1,0,1
"considering this",2,0,1
"considering what",4,0,1
"considering you",1,0,3
"considers it",0,1,1
"consist in",1,0,1
"consist of",8,0,2
"consisted of",10,3,2
"consistency and",4,0,1
"consistency is",2,0,1
"consistency of",9,1,0
"consistent and",3,1,0
"consistent but",2,0,1
"consistent three",1,0,1
"consistent with",10,4,1
"consistently and",1,0,1
"consistently for",1,0,1
"consistently good",1,0,1
"consistently make",1,0,1
"consisting of",16,1,2
"consists of",15,2,8
"consolation prize",1,1,0
"consoles and",0,1,1
"consolidation of",3,2,0
"conspiracy theorist",2,0,1
"conspiracy theorists",1,1,0
"conspiracy to",2,1,0
"conspire to",2,0,1
"conspiring to",2,1,0
"constant communication",1,0,1
"constant feedback",1,0,1
"constant struggle",2,0,1
"constant threat",2,0,1
"constantly changing",0,1,1
"constantly evolving",2,0,1
"constantly going",2,0,1
"constantly looking",1,0,1
"constantly on",2,0,1
"constantly until",2,1,0
"constantly visited",1,0,1
"constipation are",1,0,1
"constitute a",2,0,1
"constitutes a",2,0,1
"constitution and",5,1,1
"constitution as",1,1,0
"constitution in",1,1,0
"constitution says",1,1,0
"constitution the",3,1,1
"constitution then",1,0,1
"constitution they",1,1,0
"constitutional amendment",2,2,2
"constitutional right",1,0,3
"constitutionality of",1,1,0
"constrained by",0,1,1
"constraints on",1,0,1
"construct an",1,0,1
"construct the",2,1,0
"constructing a",2,0,1
"construction and",5,2,2
"construction costs",1,1,0
"construction industry",1,3,1
"construction is",0,3,1
"construction jobs",1,1,0
"construction of",13,6,3
"construction paper",3,0,1
"construction site",1,1,1
"construction this",1,0,1
"construction will",0,1,1
"construction work",1,1,0
"construction worker",2,0,2
"construction workers",1,0,2
"construction zone",2,1,0
"constructive and",1,1,0
"constructive criticism",1,0,3
"constructive dialogue",1,0,1
"constructive feedback",1,0,1
"constructive way",1,0,1
"consult the",1,1,0
"consult with",3,0,1
"consultant and",1,0,1
"consultant for",1,2,0
"consultant who",1,3,0
"consultants but",1,1,0
"consultation with",1,1,0
"consulting engineers",2,0,1
"consume the",3,0,1
"consumed by",2,0,1
"consumed in",3,1,2
"consumed the",4,0,1
"consumed with",2,0,2
"consumer products",1,2,1
"consumer protection",2,0,1
"consumer spending",0,4,1
"consumers a",1,1,0
"consumers and",2,3,0
"consumers are",2,2,0
"consumers but",0,1,1
"consumers have",1,2,1
"consumers in",2,0,1
"consumers of",1,1,1
"consumers to",3,0,1
"consumes a",1,0,1
"consuming a",1,0,1
"consuming to",1,0,3
"consumption as",1,1,0
"consumption but",1,0,1
"consumption in",4,1,0
"consumption is",1,1,0
"consumption that",1,1,0
"contact and",2,0,1
"contact anyone",1,0,1
"contact as",2,0,1
"contact at",1,0,3
"contact details",2,0,1
"contact from",1,1,0
"contact her",3,0,1
"contact him",2,1,0
"contact information",4,0,2
"contact me",21,0,31
"contact on",2,0,1
"contact the",8,1,2
"contact us",5,0,22
"contact w",1,0,1
"contact when",1,0,2
"contact with",42,6,14
"contact you",4,0,12
"contact your",3,0,2
"contacted the",2,1,0
"contacting the",3,0,1
"contacting you",2,0,1
"contacts and",2,0,4
"contacts out",1,0,1
"contacts they",1,0,1
"contacts this",1,0,1
"contain an",2,0,2
"contained in",9,1,1
"container and",2,1,0
"container at",1,1,0
"container for",3,1,0
"container of",4,0,1
"containing a",4,1,0
"containing the",3,0,1
"contains an",1,1,0
"contains some",2,0,1
"contemplate the",4,0,1
"contemplated how",1,1,0
"contemplating the",1,0,1
"contemporary and",0,2,1
"contemporary art",4,1,2
"contemporary arts",1,0,1
"contempt for",1,1,1
"contemptuous of",1,1,0
"contend the",1,1,0
"contend with",3,2,0
"contender but",1,2,0
"contends that",1,1,0
"content after",0,1,1
"content and",13,0,10
"content as",1,0,1
"content at",1,0,1
"content but",2,1,1
"content creation",0,1,2
"content creators",1,0,1
"content every",1,0,1
"content expert",1,0,1
"content for",4,0,8
"content from",1,0,2
"content has",1,0,1
"content in",4,0,1
"content is",16,1,3
"content of",10,0,2
"content on",4,0,4
"content right",1,0,1
"content there",1,0,1
"content to",6,0,7
"content we",1,0,1
"content with",7,1,6
"contention that",1,1,0
